Index,Sort order,GeneID,avg mIFOR,avg mICRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
14236,963,TCF21,116,2,5.9,-5.6,5.6,0.00,0.00,yes,1,1,1
8965,870,LOC115949042,0,93,5.5,8.7,8.7,0.00,0.00,yes,1,1,1
12804,785,S100B,24,0,3.6,-7.1,7.1,0.00,0.02,yes,1,1,1
9310,779,LOC115949447,54,0,4.8,-7.8,7.8,0.00,0.00,yes,1,1,1
7507,753,LOC102044608,0,30,3.9,7.5,7.5,0.00,0.00,yes,1,1,1
532,734,ANXA10,391,2,7.6,-7.3,7.3,0.00,0.00,yes,1,1,1
3454,731,FAM222A,2,90,5.5,5.6,5.6,0.00,0.00,yes,1,1,1
5147,714,KIAA0319,0,23,3.5,7.1,7.1,0.00,0.00,yes,1,1,1
4220,711,GPRIN2,14,0,2.8,-5.3,5.3,0.00,0.00,yes,1,1,1
15693,688,XIRP1,20,0,3.3,-6.9,6.9,0.00,0.00,yes,1,1,1
6305,686,LOC102036849,0,34,4.1,6.8,6.8,0.00,0.00,yes,1,1,1
9586,675,LYZ,26,0,3.7,-6.7,6.7,0.00,0.00,yes,1,1,1
6188,657,LOC102036126,0,21,3.4,6.6,6.6,0.00,0.00,yes,1,1,1
7152,656,LOC102042286,196,22,6.8,-3.1,3.1,0.00,0.02,yes,2,1,1
8568,628,LOC115948522,33685,433,14.1,-6.3,6.3,0.00,0.00,yes,2,1,1
14790,621,TRABD2A,1,44,4.5,5.9,5.9,0.00,0.00,yes,1,1,1
6449,607,LOC102037801,16,0,3.0,-6.1,6.1,0.00,0.00,yes,1,1,1
2273,602,CTHRC1,0,10,2.3,6.0,6.0,0.00,0.01,yes,1,1,1
6130,601,LOC102035828,16,0,3.0,-6.0,6.0,0.00,0.01,yes,1,1,1
14033,591,SUSD2,0,10,2.3,5.9,5.9,0.00,0.00,yes,1,1,1
11262,586,PDZD7,15,845,8.7,5.9,5.9,0.00,0.00,yes,2,1,1
6627,586,LOC102038924,124,2,6.0,-5.9,5.9,0.00,0.00,yes,1,1,1
3422,585,FAM169A,384,7,7.6,-5.8,5.8,0.00,0.00,yes,1,1,1
5995,579,LOC102034805,2012,37,10.0,-5.8,5.8,0.00,0.00,yes,2,1,1
6061,576,LOC102035260,0,12,2.6,5.8,5.8,0.00,0.00,yes,1,1,1
5386,574,LDHD,24,0,3.6,-5.3,5.3,0.00,0.00,yes,1,1,1
140,571,ACSL3,365,7,7.5,-5.7,5.7,0.00,0.00,yes,1,1,1
9711,566,MARCHF3,24,0,3.6,-5.7,5.7,0.00,0.00,yes,1,1,1
14499,565,TMEM120B,59,4,5.0,-3.7,3.7,0.00,0.01,yes,1,1,1
4272,545,GRK5,11,0,2.5,-5.5,5.5,0.00,0.00,yes,1,1,1
3752,544,FRMD3,0,14,2.8,5.4,5.4,0.00,0.00,yes,1,1,1
6314,542,LOC102036895,10,0,2.3,-5.4,5.4,0.00,0.01,yes,1,1,1
5611,537,LOC102032275,1,55,4.8,5.4,5.4,0.00,0.00,yes,1,1,1
3227,537,EPSTI1,2286,55,10.2,-5.4,5.4,0.00,0.00,yes,2,1,1
4596,537,HRH1,10,0,2.3,-5.4,5.4,0.00,0.00,yes,1,1,1
3682,532,FLT1,56,2,4.9,-4.7,4.7,0.00,0.00,yes,1,1,1
5824,528,LOC102033658,48,1,4.6,-5.3,5.3,0.00,0.02,yes,1,1,1
8373,526,LOC115948281,200,5,6.7,-5.3,5.3,0.00,0.00,yes,1,1,1
5022,517,KATNAL2,0,11,2.5,5.2,5.2,0.00,0.00,yes,1,1,1
2403,516,CUNH3orf52,12,0,2.6,-5.2,5.2,0.00,0.00,yes,1,1,1
2535,506,DCP1B,213,12,6.8,-4.1,4.1,0.00,0.00,yes,2,1,1
13242,501,SLC16A4,1,10,2.5,3.8,3.8,0.01,0.04,yes,1,1,1
7882,489,LOC106632244,366,13,7.6,-4.9,4.9,0.00,0.00,yes,2,1,1
12785,487,RUSC2,1,37,4.2,4.9,4.9,0.00,0.00,yes,1,1,1
7114,482,LOC102042000,0,13,2.7,4.8,4.8,0.00,0.00,yes,1,1,1
9585,481,LYVE1,30,1,4.0,-4.8,4.8,0.00,0.00,yes,1,1,1
14164,473,TASOR,1606,160,9.8,-3.3,3.3,0.00,0.00,yes,2,1,1
7246,471,LOC102042979,2,25,3.8,3.8,3.8,0.00,0.01,yes,1,1,1
1717,470,CERS1,13,1,2.8,-4.3,4.3,0.00,0.01,yes,1,1,1
15388,446,USP18,884,40,8.9,-4.5,4.5,0.00,0.00,yes,2,1,1
5696,444,LOC102032844,67,3,5.1,-4.4,4.4,0.00,0.00,yes,1,1,1
2898,441,DTNA,107,12,5.9,-3.2,3.2,0.00,0.03,yes,2,1,1
12839,439,SARDH,30,1,4.0,-4.4,4.4,0.00,0.02,yes,1,1,1
5025,439,KAZALD1,6,111,5.9,4.4,4.4,0.00,0.00,yes,1,1,1
9274,434,LOC115949410,730,36,8.6,-4.3,4.3,0.00,0.00,yes,2,1,1
1446,428,CCDC66,84,13,5.6,-2.6,2.6,0.00,0.00,yes,2,1,1
10754,428,NR4A3,114,1460,9.6,3.7,3.7,0.00,0.00,yes,2,1,1
13629,423,SNTA1,5,57,5.0,3.5,3.5,0.00,0.00,yes,1,1,1
2504,422,DBNDD2,23,95,5.9,2.0,2.0,0.00,0.00,yes,2,1,1
9336,420,LOC115949477,16,2,3.2,-3.0,3.0,0.01,0.04,yes,1,1,1
2140,420,CPN2,35,644,8.4,4.2,4.2,0.00,0.00,yes,2,1,1
9119,419,LOC115949242,278,15,7.2,-4.2,4.2,0.00,0.00,yes,2,1,1
2464,412,CYSRT1,0,11,2.5,4.1,4.1,0.00,0.00,yes,1,1,1
991,412,BBOX1,2,31,4.0,3.8,3.8,0.00,0.00,yes,1,1,1
5223,411,KLF11,106,1834,9.9,4.1,4.1,0.00,0.00,yes,2,1,1
6044,409,LOC102035141,12,212,6.8,4.1,4.1,0.00,0.00,yes,2,1,1
13868,409,SSX2IP,11,92,5.7,3.1,3.1,0.00,0.00,yes,2,1,1
14066,409,SYNDIG1L,28,268,7.2,3.2,3.2,0.00,0.01,yes,2,1,1
2383,405,CUNH20orf194,58,4,5.0,-4.1,4.1,0.00,0.00,yes,1,1,1
3397,403,FAM131B,10,1,2.5,-4.0,4.0,0.00,0.00,yes,1,1,1
491,401,ANKRD31,52,3,4.8,-4.0,4.0,0.00,0.00,yes,1,1,1
330,401,AIFM3,59,4,5.0,-4.0,4.0,0.00,0.00,yes,1,1,1
1954,400,CMBL,1282,8773,12.3,2.8,2.8,0.00,0.00,yes,2,1,1
2985,400,EDA,231,24,7.0,-3.3,3.3,0.00,0.00,yes,2,1,1
6620,400,LOC102038864,1836,115,9.9,-4.0,4.0,0.00,0.00,yes,2,1,1
12845,392,SASH1,49,3,4.7,-3.9,3.9,0.00,0.00,yes,1,1,1
10315,390,MYO10,32,2,4.1,-3.9,3.9,0.00,0.02,yes,1,1,1
15495,387,VPS13C,2144,147,10.2,-3.9,3.9,0.00,0.00,yes,2,1,1
5933,384,LOC102034377,12002,839,12.6,-3.8,3.8,0.00,0.00,yes,2,1,1
4788,381,IL22RA2,33,459,7.9,3.8,3.8,0.00,0.00,yes,2,1,1
7667,381,LOC102045521,10,1,2.5,-3.8,3.8,0.00,0.01,yes,1,1,1
12281,378,RBBP8NL,15,1,3.0,-3.8,3.8,0.00,0.00,yes,1,1,1
1027,374,BCO2,5,68,5.2,3.7,3.7,0.00,0.00,yes,1,1,1
13904,371,STAR,32,111,6.2,1.8,1.8,0.01,0.04,yes,2,1,1
14040,368,SV2A,5,60,5.0,3.7,3.7,0.00,0.00,yes,1,1,1
5918,367,LOC102034299,1,13,2.8,3.6,3.6,0.00,0.00,yes,1,1,1
3224,367,EPS8,11,1,2.6,-3.5,3.5,0.00,0.01,yes,1,1,1
6380,360,LOC102037327,456,78,8.1,-2.5,2.5,0.00,0.02,yes,2,1,1
8946,359,LOC115949016,52,6,4.9,-3.2,3.2,0.00,0.01,yes,1,1,1
5575,358,LOC102031948,106,1266,9.4,3.6,3.6,0.00,0.00,yes,2,1,1
11717,354,PPFIA4,126,11,6.1,-3.5,3.5,0.00,0.00,yes,2,1,1
10620,352,NKAIN1,31,241,7.1,3.0,3.0,0.00,0.00,yes,2,1,1
7322,352,LOC102043424,23,263,7.2,3.5,3.5,0.00,0.00,yes,2,1,1
3844,350,GABRR3,1,13,2.8,3.5,3.5,0.00,0.00,yes,1,1,1
15660,347,WNT4,3,32,4.1,3.5,3.5,0.00,0.00,yes,1,1,1
4561,345,HOXA3,4,40,4.5,3.5,3.5,0.00,0.00,yes,1,1,1
5819,343,LOC102033630,539,50,8.2,-3.4,3.4,0.00,0.00,yes,2,1,1
7893,343,LOC115947657,1360,126,9.5,-3.4,3.4,0.00,0.00,yes,2,1,1
7216,341,LOC102042767,18,188,6.7,3.4,3.4,0.00,0.00,yes,2,1,1
5815,340,LOC102033595,9,89,5.6,3.4,3.4,0.00,0.00,yes,1,1,1
11491,338,PLA2G15,44,348,7.6,3.0,3.0,0.00,0.00,yes,2,1,1
3767,338,FRZB,16,2,3.2,-3.4,3.4,0.00,0.03,yes,1,1,1
10113,338,MRPL24,1544,16055,13.1,3.4,3.4,0.00,0.00,yes,2,1,1
7113,338,LOC102041996,23,4,3.8,-2.7,2.7,0.00,0.02,yes,1,1,1
2885,338,DSCC1,92,20,5.8,-2.2,2.2,0.00,0.00,yes,2,1,1
8996,337,LOC115949082,90,9,5.6,-3.3,3.3,0.00,0.00,yes,1,1,1
6577,335,LOC102038583,190,19,6.7,-3.4,3.4,0.00,0.00,yes,2,1,1
3670,334,FKBP6,42,4,4.5,-3.3,3.3,0.00,0.00,yes,1,1,1
5608,333,LOC102032244,8,70,5.3,3.3,3.3,0.00,0.00,yes,1,1,1
11580,328,PLPPR3,20,194,6.7,3.3,3.3,0.00,0.00,yes,2,1,1
11203,326,PDE1A,21,2,3.5,-3.3,3.3,0.00,0.00,yes,1,1,1
12970,325,SELENBP1,5,50,4.8,3.3,3.3,0.00,0.00,yes,1,1,1
6603,325,LOC102038749,64,7,5.1,-3.1,3.1,0.00,0.00,yes,1,1,1
3565,324,FBXO5,5,46,4.7,3.2,3.2,0.00,0.00,yes,1,1,1
13834,324,SRPX,21,2,3.5,-3.2,3.2,0.00,0.02,yes,1,1,1
3876,323,GALR2,115,12,6.0,-3.2,3.2,0.00,0.00,yes,2,1,1
7197,322,LOC102042665,1,10,2.5,3.1,3.1,0.00,0.00,yes,1,1,1
282,321,AFMID,1,12,2.7,3.1,3.1,0.00,0.00,yes,1,1,1
13674,321,SOD1,1354,12522,12.8,3.2,3.2,0.00,0.00,yes,2,1,1
5524,320,LOC102031613,1,13,2.8,3.2,3.2,0.00,0.02,yes,1,1,1
3954,320,GEM,40,4,4.5,-3.2,3.2,0.00,0.01,yes,1,1,1
6969,317,LOC102040923,63,7,5.1,-3.2,3.2,0.00,0.00,yes,1,1,1
1721,317,CERS6,11,1,2.6,-3.2,3.2,0.00,0.02,yes,1,1,1
8728,316,LOC115948719,22,192,6.7,3.2,3.2,0.00,0.00,yes,2,1,1
8867,311,LOC115948891,311,36,7.4,-3.1,3.1,0.00,0.00,yes,2,1,1
2918,310,DUSP15,218,25,6.9,-3.1,3.1,0.00,0.00,yes,2,1,1
8672,310,LOC115948647,30,256,7.2,3.1,3.1,0.00,0.00,yes,2,1,1
7763,308,LOC106631992,22,3,3.6,-2.9,2.9,0.00,0.02,yes,1,1,1
13733,307,SPATA5L1,346,41,7.6,-3.1,3.1,0.00,0.00,yes,2,1,1
5983,306,LOC102034661,2,15,3.1,3.0,3.0,0.00,0.02,yes,1,1,1
2592,306,DDX58,2677,320,10.5,-3.1,3.1,0.00,0.00,yes,2,1,1
8726,305,LOC115948717,51,420,7.9,3.1,3.1,0.00,0.00,yes,2,1,1
6774,304,LOC102039809,4,14,3.2,1.9,1.9,0.00,0.02,yes,1,1,1
6923,302,LOC102040639,300,37,7.4,-3.0,3.0,0.00,0.01,yes,2,1,1
4581,301,HPCAL4,4,30,4.1,3.0,3.0,0.00,0.00,yes,1,1,1
12739,301,RSAD2,16104,2000,13.1,-3.0,3.0,0.00,0.00,yes,2,1,1
2905,301,DTX3L,15680,1950,13.1,-3.0,3.0,0.00,0.00,yes,2,1,1
1018,301,BCL2L14,28,4,4.0,-3.0,3.0,0.00,0.00,yes,1,1,1
9435,300,LPIN1,28,3,4.0,-3.0,3.0,0.00,0.00,yes,1,1,1
3581,299,FDFT1,246,1956,10.1,3.0,3.0,0.00,0.00,yes,2,1,1
4795,298,IL4I1,226,29,7.0,-3.0,3.0,0.00,0.00,yes,2,1,1
5217,296,KIZ,16,2,3.2,-3.0,3.0,0.00,0.00,yes,1,1,1
2650,295,DHCR7,14,107,5.9,3.0,3.0,0.00,0.00,yes,2,1,1
10000,295,MLPH,34,4,4.2,-3.0,3.0,0.00,0.02,yes,1,1,1
14512,295,TMEM132D,4,24,3.8,2.5,2.5,0.00,0.00,yes,1,1,1
10650,295,NMI,2566,332,10.5,-2.9,2.9,0.00,0.00,yes,2,1,1
5672,294,LOC102032705,267228,34740,17.2,-2.9,2.9,0.00,0.00,yes,2,1,1
6682,293,LOC102039268,52,7,4.9,-2.9,2.9,0.00,0.00,yes,1,1,1
7694,292,LOC106631792,8,56,5.0,2.9,2.9,0.00,0.01,yes,1,1,1
891,290,ATP6V1G3,22,3,3.6,-2.7,2.7,0.00,0.00,yes,1,1,1
9929,290,MGP,2,10,2.6,2.3,2.3,0.00,0.01,yes,1,1,1
13081,289,SFXN3,178,1012,9.2,2.5,2.5,0.00,0.00,yes,2,1,1
1025,287,BCLAF3,11,2,2.7,-2.9,2.9,0.00,0.01,yes,1,1,1
7736,287,LOC106631910,2256,9580,12.5,2.1,2.1,0.00,0.02,yes,2,1,1
11271,287,PEBP1,3306,489,10.9,-2.8,2.8,0.00,0.00,yes,2,1,1
1960,286,CMPK2,4924,677,11.5,-2.9,2.9,0.00,0.00,yes,2,1,1
10643,285,NLRC5,1050,145,9.2,-2.9,2.9,0.00,0.00,yes,2,1,1
12307,285,RBM43,2498,347,10.5,-2.9,2.9,0.00,0.00,yes,2,1,1
4153,285,GPHN,40,243,7.1,2.6,2.6,0.00,0.00,yes,2,1,1
14318,284,TEX12,3,19,3.5,2.8,2.8,0.00,0.00,yes,1,1,1
1542,283,CD79B,336,47,7.6,-2.8,2.8,0.00,0.00,yes,2,1,1
2621,283,DEPDC1B,4,25,3.9,2.8,2.8,0.00,0.00,yes,1,1,1
7570,282,LOC102044945,10,1,2.5,-2.8,2.8,0.01,0.04,yes,1,1,1
10058,282,MOV10,8506,1208,12.2,-2.8,2.8,0.00,0.00,yes,2,1,1
1733,281,CFAP36,10,1,2.5,-2.8,2.8,0.00,0.01,yes,1,1,1
8009,281,LOC115947799,120,741,8.7,2.6,2.6,0.00,0.00,yes,2,1,1
8795,281,LOC115948803,21,3,3.6,-2.8,2.8,0.00,0.02,yes,1,1,1
14984,281,TRNAM-CAU,27,4,4.0,-2.8,2.8,0.00,0.00,yes,1,1,1
8670,281,LOC115948645,87,536,8.3,2.6,2.6,0.00,0.00,yes,2,1,1
15223,281,TYRO3,2,16,3.2,2.8,2.8,0.00,0.00,yes,1,1,1
6604,280,LOC102038751,35,5,4.3,-2.8,2.8,0.00,0.00,yes,1,1,1
4197,278,GPR3,3,21,3.6,2.8,2.8,0.00,0.00,yes,1,1,1
6905,277,LOC102040547,10,2,2.6,-2.8,2.8,0.00,0.03,yes,1,1,1
15879,277,ZHX1,155,28,6.5,-2.5,2.5,0.00,0.00,yes,2,1,1
1489,276,CCNG1,388,2110,10.3,2.4,2.4,0.00,0.00,yes,2,1,1
13732,275,SPATA5,74,11,5.4,-2.8,2.8,0.00,0.00,yes,2,1,1
14520,274,TMEM14A,34,5,4.3,-2.7,2.7,0.00,0.00,yes,1,1,1
13618,274,SNRNP40,1463,4567,11.6,1.6,1.6,0.00,0.00,yes,2,1,1
4865,274,INTS6,911,136,9.0,-2.7,2.7,0.00,0.00,yes,2,1,1
148,273,ACTA2,90,13,5.7,-2.7,2.7,0.00,0.00,yes,2,1,1
15028,273,TRNAS-UGA,10,63,5.2,2.7,2.7,0.00,0.00,yes,2,1,1
5150,272,KIAA0513,43,10,4.7,-2.1,2.1,0.00,0.01,yes,2,1,1
1657,272,CELSR2,31,5,4.2,-2.7,2.7,0.00,0.00,yes,1,1,1
10290,272,MYCN,2,12,2.8,2.7,2.7,0.00,0.00,yes,1,1,1
15229,272,UACA,6,21,3.8,1.8,1.8,0.00,0.02,yes,1,1,1
5392,272,LECT2,18,3,3.4,-2.7,2.7,0.00,0.01,yes,1,1,1
7365,271,LOC102043715,10627,1619,12.6,-2.7,2.7,0.00,0.00,yes,2,1,1
10931,271,OLFML1,15,2,3.1,-2.7,2.7,0.00,0.00,yes,1,1,1
8979,271,LOC115949057,3,23,3.7,2.7,2.7,0.00,0.00,yes,1,1,1
3300,270,ETV7,229,36,7.0,-2.7,2.7,0.00,0.00,yes,2,1,1
7836,270,LOC106632178,1,10,2.5,2.7,2.7,0.00,0.01,yes,1,1,1
13110,269,SH2D4A,6,32,4.2,2.3,2.3,0.00,0.01,yes,1,1,1
1001,269,BCAR1,37,239,7.1,2.7,2.7,0.00,0.00,yes,2,1,1
1325,268,CARHSP1,482,76,8.1,-2.7,2.7,0.00,0.00,yes,2,1,1
5433,267,LIMA1,8,53,4.9,2.7,2.7,0.00,0.00,yes,1,1,1
15961,267,ZNF704,54,349,7.7,2.7,2.7,0.00,0.00,yes,2,1,1
13585,266,SMTNL2,25,4,3.9,-2.7,2.7,0.00,0.00,yes,1,1,1
13903,265,STAMBPL1,49,8,4.8,-2.7,2.7,0.00,0.00,yes,1,1,1
11657,265,POLQ,100,16,5.9,-2.6,2.6,0.00,0.01,yes,2,1,1
14472,264,TMCC3,56,9,5.0,-2.6,2.6,0.00,0.00,yes,1,1,1
9489,264,LRRC3C,222,1381,9.6,2.6,2.6,0.00,0.00,yes,2,1,1
2858,263,DPY19L3,1615,261,9.9,-2.6,2.6,0.00,0.00,yes,2,1,1
7328,263,LOC102043467,24,4,3.8,-2.6,2.6,0.00,0.00,yes,1,1,1
15790,262,ZBTB46,80,337,7.7,2.1,2.1,0.00,0.00,yes,2,1,1
583,261,APMAP,62,10,5.2,-2.6,2.6,0.00,0.00,yes,2,1,1
6855,261,LOC102040271,17,3,3.3,-2.6,2.6,0.00,0.00,yes,1,1,1
14536,260,TMEM170B,22,4,3.7,-2.6,2.6,0.00,0.00,yes,1,1,1
5877,259,LOC102034077,14,2,3.0,-2.6,2.6,0.00,0.01,yes,1,1,1
5895,258,LOC102034174,86,19,5.7,-2.2,2.2,0.00,0.00,yes,2,1,1
2721,258,DLGAP3,11,64,5.2,2.6,2.6,0.00,0.00,yes,2,1,1
977,258,BANK1,185,31,6.8,-2.6,2.6,0.00,0.00,yes,2,1,1
2614,258,DENND4C,95,405,8.0,2.1,2.1,0.00,0.00,yes,2,1,1
8163,257,LOC115947994,44,242,7.2,2.5,2.5,0.00,0.00,yes,2,1,1
2676,257,DHX58,3834,647,11.1,-2.6,2.6,0.00,0.00,yes,2,1,1
11461,256,PITRM1,2664,452,10.6,-2.6,2.6,0.00,0.00,yes,2,1,1
7492,256,LOC102044509,6,38,4.5,2.6,2.6,0.00,0.00,yes,1,1,1
8514,256,LOC115948453,11,2,2.7,-2.6,2.6,0.00,0.00,yes,1,1,1
14667,255,TMTC2,24,4,3.8,-2.6,2.6,0.00,0.01,yes,1,1,1
6292,255,LOC102036759,91,16,5.7,-2.6,2.6,0.00,0.00,yes,2,1,1
4831,255,INIP,339,117,7.8,-1.5,1.5,0.00,0.00,yes,2,1,1
3706,255,FNDC4,20,4,3.6,-2.5,2.5,0.00,0.00,yes,1,1,1
10042,255,MOGAT1,27,5,4.0,-2.5,2.5,0.00,0.01,yes,1,1,1
4995,254,JMJD7,47,270,7.3,2.5,2.5,0.00,0.00,yes,2,1,1
9312,254,LOC115949449,16,95,5.8,2.5,2.5,0.00,0.00,yes,2,1,1
5750,254,LOC102033179,112,20,6.0,-2.5,2.5,0.00,0.00,yes,2,1,1
12337,254,RCC1,7578,43963,14.7,2.5,2.5,0.00,0.00,yes,2,1,1
3150,253,EMP2,57,10,5.1,-2.5,2.5,0.00,0.00,yes,2,1,1
6833,251,LOC102040127,8,48,4.8,2.5,2.5,0.01,0.05,yes,1,1,1
4498,251,HJV,3,16,3.2,2.5,2.5,0.00,0.00,yes,1,1,1
7508,251,LOC102044609,10106,1773,12.5,-2.5,2.5,0.00,0.00,yes,2,1,1
14260,251,TDO2,9,44,4.7,2.4,2.4,0.00,0.00,yes,1,1,1
6386,251,LOC102037391,5,29,4.1,2.5,2.5,0.00,0.00,yes,1,1,1
3059,250,EIF2AK2,6811,1202,12.0,-2.5,2.5,0.00,0.00,yes,2,1,1
4905,250,IRF6,16,90,5.7,2.5,2.5,0.00,0.02,yes,2,1,1
15299,250,UBXN10,3,16,3.2,2.5,2.5,0.00,0.00,yes,1,1,1
15623,250,WDR78,3,18,3.4,2.5,2.5,0.00,0.00,yes,1,1,1
13737,250,SPATS2L,866,186,9.0,-2.2,2.2,0.00,0.00,yes,2,1,1
3016,249,EEPD1,101,18,5.9,-2.5,2.5,0.00,0.00,yes,2,1,1
6447,249,LOC102037794,2,11,2.7,2.5,2.5,0.00,0.03,yes,1,1,1
11778,248,PPP2R3A,10,34,4.5,1.7,1.7,0.00,0.00,yes,2,1,1
11744,247,PPM1K,41,9,4.6,-2.2,2.2,0.00,0.01,yes,1,1,1
7104,247,LOC102041907,127,26,6.3,-2.3,2.3,0.00,0.00,yes,2,1,1
7499,247,LOC102044558,94,17,5.8,-2.5,2.5,0.00,0.00,yes,2,1,1
11569,247,PLOD2,75,14,5.5,-2.5,2.5,0.00,0.00,yes,2,1,1
9138,247,LOC115949267,11,61,5.2,2.5,2.5,0.00,0.00,yes,2,1,1
2967,246,EBF1,19,4,3.5,-2.5,2.5,0.00,0.01,yes,1,1,1
2503,245,DBN1,11,59,5.1,2.5,2.5,0.00,0.00,yes,2,1,1
3271,245,ESD,168,921,9.1,2.5,2.5,0.00,0.00,yes,2,1,1
11383,245,PI16,4,24,3.8,2.5,2.5,0.00,0.00,yes,1,1,1
4766,245,IL13RA1,102,19,5.9,-2.4,2.4,0.00,0.00,yes,2,1,1
6679,244,LOC102039264,32,6,4.2,-2.4,2.4,0.00,0.00,yes,1,1,1
14225,244,TCAIM,20,4,3.6,-2.4,2.4,0.00,0.00,yes,1,1,1
3401,243,FAM13A,150,524,8.4,1.8,1.8,0.00,0.00,yes,2,1,1
12027,243,PTPN22,146,27,6.4,-2.4,2.4,0.00,0.00,yes,2,1,1
8328,243,LOC115948218,16,3,3.2,-2.4,2.4,0.00,0.02,yes,1,1,1
8485,242,LOC115948418,2,13,2.9,2.4,2.4,0.00,0.00,yes,1,1,1
12784,242,RUSC1,20,4,3.6,-2.4,2.4,0.00,0.01,yes,1,1,1
2507,240,DBT,19,4,3.5,-2.2,2.2,0.00,0.00,yes,1,1,1
6014,240,LOC102034966,6,33,4.3,2.4,2.4,0.00,0.01,yes,1,1,1
9736,240,MATN3,59,313,7.5,2.4,2.4,0.00,0.00,yes,2,1,1
10547,240,NEU4,4,22,3.7,2.4,2.4,0.00,0.00,yes,1,1,1
1664,239,CENPE,50,10,4.9,-2.4,2.4,0.00,0.00,yes,2,1,1
6221,239,LOC102036302,20,105,6.0,2.4,2.4,0.00,0.00,yes,2,1,1
12237,239,RAPGEF5,24,6,3.9,-2.0,2.0,0.00,0.03,yes,1,1,1
8201,239,LOC115948039,13,67,5.3,2.4,2.4,0.00,0.00,yes,2,1,1
6829,239,LOC102040095,2918,558,10.8,-2.4,2.4,0.00,0.00,yes,2,1,1
6094,239,LOC102035537,13,67,5.3,2.4,2.4,0.00,0.00,yes,2,1,1
11478,238,PKIG,14,3,3.1,-2.4,2.4,0.00,0.01,yes,1,1,1
14315,238,TET3,25,125,6.2,2.3,2.3,0.00,0.00,yes,2,1,1
9039,238,LOC115949153,100,521,8.3,2.4,2.4,0.00,0.00,yes,2,1,1
9246,238,LOC115949382,10,55,5.0,2.4,2.4,0.00,0.01,yes,2,1,1
3363,237,FAAP20,12,3,2.9,-2.0,2.0,0.00,0.03,yes,1,1,1
15690,237,XDH,133,26,6.3,-2.4,2.4,0.00,0.02,yes,2,1,1
5563,237,LOC102031884,7,33,4.3,2.4,2.4,0.00,0.00,yes,1,1,1
11032,237,P4HA1,143,739,8.8,2.4,2.4,0.00,0.00,yes,2,1,1
6597,236,LOC102038688,975,190,9.2,-2.4,2.4,0.00,0.00,yes,2,1,1
13298,236,SLC25A29,86,17,5.7,-2.4,2.4,0.00,0.00,yes,2,1,1
7700,236,LOC106631813,16,6,3.5,-1.5,1.5,0.00,0.02,yes,1,1,1
1357,236,CAVIN2,111,22,6.1,-2.4,2.4,0.00,0.00,yes,2,1,1
1545,235,CD82,911,178,9.1,-2.4,2.4,0.00,0.00,yes,2,1,1
