Index,Sort order,GeneID,avg mIFOR,avg mICRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
1754,235,CFH,99,22,5.9,-2.1,2.1,0.01,0.05,yes,2,1,1
14848,235,TRIM47,5616,1103,11.7,-2.3,2.3,0.00,0.00,yes,2,1,1
9056,234,LOC115949171,40,122,6.3,1.6,1.6,0.00,0.00,yes,2,1,1
13702,233,SOX5,58,11,5.1,-2.3,2.3,0.00,0.00,yes,2,1,1
14839,233,TRIM25,6184,1229,11.9,-2.3,2.3,0.00,0.00,yes,2,1,1
10250,233,MTTP,255,65,7.3,-2.0,2.0,0.00,0.00,yes,2,1,1
15014,233,TRNAR-CCU,17,84,5.7,2.3,2.3,0.00,0.00,yes,2,1,1
12532,233,RNF135,1103,220,9.4,-2.3,2.3,0.00,0.00,yes,2,1,1
8241,233,LOC115948115,12,2,2.8,-2.3,2.3,0.00,0.03,yes,1,1,1
5721,232,LOC102032987,55,11,5.0,-2.3,2.3,0.00,0.00,yes,2,1,1
309,232,AGTR2,239,48,7.2,-2.3,2.3,0.00,0.00,yes,2,1,1
5970,232,LOC102034601,3,15,3.2,2.3,2.3,0.00,0.01,yes,1,1,1
7768,231,LOC106632010,166,34,6.6,-2.3,2.3,0.00,0.00,yes,2,1,1
11310,231,PGA3,35,11,4.5,-1.7,1.7,0.00,0.00,yes,2,1,1
15124,231,TSTD3,176,36,6.7,-2.3,2.3,0.00,0.00,yes,2,1,1
11680,231,POMGNT2,214,1045,9.3,2.3,2.3,0.00,0.00,yes,2,1,1
9207,230,LOC115949341,3,15,3.2,2.3,2.3,0.00,0.02,yes,1,1,1
6436,230,LOC102037713,4828,982,11.5,-2.3,2.3,0.00,0.00,yes,2,1,1
15006,230,TRNAQ-UUG,12,2,2.8,-2.3,2.3,0.00,0.01,yes,1,1,1
4061,230,GM2A,1133,230,9.4,-2.3,2.3,0.00,0.00,yes,2,1,1
8629,229,LOC115948593,46,9,4.8,-2.3,2.3,0.00,0.00,yes,1,1,1
11700,229,PP2D1,42,8,4.6,-2.3,2.3,0.00,0.00,yes,1,1,1
8711,229,LOC115948698,34561,7092,14.3,-2.3,2.3,0.00,0.00,yes,2,1,1
9132,228,LOC115949256,4,15,3.2,2.3,2.3,0.00,0.00,yes,1,1,1
10651,228,NMNAT1,73,24,5.6,-1.6,1.6,0.00,0.00,yes,2,1,1
8515,228,LOC115948454,62,18,5.3,-1.8,1.8,0.00,0.00,yes,2,1,1
3168,228,ENOPH1,550,2037,10.3,1.9,1.9,0.00,0.00,yes,2,1,1
7182,228,LOC102042536,143,30,6.4,-2.3,2.3,0.00,0.00,yes,2,1,1
8228,227,LOC115948084,3,14,3.1,2.3,2.3,0.00,0.02,yes,1,1,1
11472,227,PKD2L1,56,12,5.1,-2.3,2.3,0.00,0.00,yes,2,1,1
4283,226,GRP,7,25,4.0,1.9,1.9,0.00,0.02,yes,1,1,1
7264,226,LOC102043069,10,2,2.6,-2.3,2.3,0.00,0.02,yes,1,1,1
7297,226,LOC102043268,208,79,7.2,-1.4,1.4,0.01,0.03,yes,2,1,1
7191,226,LOC102042620,48,10,4.9,-2.3,2.3,0.00,0.00,yes,2,1,1
12798,226,RYBP,22,104,6.0,2.3,2.3,0.00,0.00,yes,2,1,1
1552,225,CD99L2,28,90,5.9,1.7,1.7,0.00,0.00,yes,2,1,1
2653,225,DHH,20,97,5.9,2.3,2.3,0.00,0.00,yes,2,1,1
7530,225,LOC102044710,7,21,3.8,1.6,1.6,0.01,0.05,yes,1,1,1
3176,225,ENPP5,356,885,9.3,1.3,1.3,0.00,0.01,yes,2,1,1
11090,225,PARD3,12,2,2.8,-2.2,2.2,0.00,0.03,yes,1,1,1
12434,225,RGS3,85,18,5.7,-2.2,2.2,0.00,0.00,yes,2,1,1
5056,224,KCNH4,22,102,6.0,2.2,2.2,0.00,0.00,yes,2,1,1
7058,224,LOC102041503,5,20,3.6,2.2,2.2,0.00,0.03,yes,1,1,1
6936,224,LOC102040732,60,12,5.2,-2.2,2.2,0.00,0.00,yes,2,1,1
13084,224,SGCB,1141,242,9.4,-2.2,2.2,0.00,0.00,yes,2,1,1
2779,223,DNAJC15,569,121,8.4,-2.2,2.2,0.00,0.00,yes,2,1,1
15579,223,WDFY4,495,106,8.2,-2.2,2.2,0.00,0.01,yes,2,1,1
830,223,ATM,662,142,8.7,-2.2,2.2,0.00,0.00,yes,2,1,1
15933,223,ZNF462,30,8,4.2,-1.8,1.8,0.00,0.00,yes,1,1,1
12471,222,RHPN2,16,3,3.2,-2.2,2.2,0.00,0.02,yes,1,1,1
10392,222,NANP,3274,703,11.0,-2.2,2.2,0.00,0.00,yes,2,1,1
3683,222,FLT3,95,28,5.9,-1.8,1.8,0.00,0.02,yes,2,1,1
6311,221,LOC102036883,99,22,5.9,-2.2,2.2,0.01,0.03,yes,2,1,1
13639,221,SNX10,669,144,8.7,-2.2,2.2,0.00,0.00,yes,2,1,1
12327,221,RBPMS,3,12,2.9,2.2,2.2,0.00,0.01,yes,1,1,1
2828,220,DOK5,36,8,4.5,-2.2,2.2,0.00,0.00,yes,1,1,1
2976,220,ECHDC3,147,677,8.7,2.2,2.2,0.00,0.00,yes,2,1,1
10997,220,OTUD3,1162,5356,11.7,2.2,2.2,0.00,0.00,yes,2,1,1
1407,220,CCDC166,20,92,5.8,2.2,2.2,0.00,0.01,yes,2,1,1
974,220,BAK1,42,9,4.7,-2.2,2.2,0.00,0.00,yes,1,1,1
13700,220,SOX30,34,7,4.4,-2.2,2.2,0.00,0.00,yes,1,1,1
11693,219,POU2AF1,64,14,5.3,-2.2,2.2,0.00,0.01,yes,2,1,1
787,219,ASPG,30,6,4.2,-2.2,2.2,0.00,0.01,yes,1,1,1
1825,219,CHRNA10,120,549,8.4,2.2,2.2,0.00,0.01,yes,2,1,1
5458,218,LIPT2,24,109,6.1,2.2,2.2,0.00,0.00,yes,2,1,1
3571,218,FBXW4,307,1390,9.7,2.2,2.2,0.00,0.00,yes,2,1,1
5825,218,LOC102033675,3,12,2.9,2.2,2.2,0.00,0.01,yes,1,1,1
7285,218,LOC102043168,38,8,4.5,-2.2,2.2,0.00,0.02,yes,1,1,1
1752,218,CFD,690,171,8.7,-2.0,2.0,0.00,0.00,yes,2,1,1
4680,218,ICA1,15,5,3.3,-1.6,1.6,0.01,0.05,yes,1,1,1
15977,218,ZNFX1,15426,3412,13.2,-2.2,2.2,0.00,0.00,yes,2,1,1
14599,218,TMEM275,11,2,2.7,-2.2,2.2,0.01,0.03,yes,1,1,1
6515,217,LOC102038204,72,16,5.5,-2.2,2.2,0.00,0.00,yes,2,1,1
3514,217,FAXC,25,6,4.0,-2.2,2.2,0.00,0.01,yes,1,1,1
6368,217,LOC102037238,870,3912,11.2,2.2,2.2,0.00,0.00,yes,2,1,1
185,216,ADAMTS10,13,4,3.1,-1.9,1.9,0.00,0.02,yes,1,1,1
15968,216,ZNF770,34,8,4.4,-2.2,2.2,0.00,0.00,yes,1,1,1
12360,216,REEP4,24,110,6.1,2.2,2.2,0.00,0.00,yes,2,1,1
6295,216,LOC102036781,66,15,5.3,-2.2,2.2,0.00,0.00,yes,2,1,1
2842,216,DPH1,13,3,3.0,-2.2,2.2,0.00,0.02,yes,1,1,1
3940,216,GDF1,29,6,4.1,-2.2,2.2,0.00,0.01,yes,1,1,1
10522,215,NEK2,226,51,7.1,-2.2,2.2,0.00,0.00,yes,2,1,1
102,215,ACAT2,27,62,5.5,1.2,1.2,0.00,0.01,yes,2,1,1
4709,215,IFRD2,1289,291,9.6,-2.1,2.1,0.00,0.00,yes,2,1,1
14476,215,TMCO6,68,19,5.4,-1.8,1.8,0.00,0.01,yes,2,1,1
11915,215,PRSS35,11,2,2.7,-2.1,2.1,0.01,0.04,yes,1,1,1
6933,213,LOC102040716,61,14,5.2,-2.1,2.1,0.00,0.00,yes,2,1,1
8516,213,LOC115948455,165,38,6.7,-2.1,2.1,0.00,0.00,yes,2,1,1
15731,212,YDJC,36,8,4.5,-2.1,2.1,0.00,0.00,yes,1,1,1
4694,211,IDO2,5,20,3.6,2.1,2.1,0.00,0.03,yes,1,1,1
10003,211,MLXIP,80,18,5.6,-2.1,2.1,0.00,0.00,yes,2,1,1
5832,211,LOC102033738,275,1186,9.5,2.1,2.1,0.00,0.00,yes,2,1,1
15179,211,TUBE1,76,18,5.6,-2.1,2.1,0.00,0.00,yes,2,1,1
13383,210,SLC37A1,77,18,5.6,-2.1,2.1,0.00,0.00,yes,2,1,1
10545,210,NEU2,2,10,2.6,2.1,2.1,0.00,0.02,yes,1,1,1
6298,210,LOC102036786,63,15,5.3,-2.1,2.1,0.00,0.01,yes,2,1,1
4623,210,HSP90AB1,1805,5998,11.9,1.7,1.7,0.00,0.00,yes,2,1,1
4710,209,IFT122,70,210,7.1,1.6,1.6,0.00,0.00,yes,2,1,1
8151,209,LOC115947981,6,27,4.0,2.1,2.1,0.00,0.00,yes,1,1,1
3878,209,GALT,44,12,4.8,-1.8,1.8,0.00,0.00,yes,2,1,1
15775,209,ZBTB20,20,88,5.8,2.1,2.1,0.00,0.00,yes,2,1,1
1202,208,C1R,75,24,5.6,-1.7,1.7,0.01,0.04,yes,2,1,1
1216,208,C9orf72,1056,249,9.3,-2.1,2.1,0.00,0.00,yes,2,1,1
6469,208,LOC102037916,28,6,4.1,-2.1,2.1,0.00,0.01,yes,1,1,1
4324,208,GTF3A,16,4,3.3,-2.1,2.1,0.00,0.00,yes,1,1,1
6131,208,LOC102035845,22,5,3.8,-2.1,2.1,0.01,0.04,yes,1,1,1
13238,208,SLC16A12,34,8,4.4,-2.1,2.1,0.00,0.00,yes,1,1,1
10603,208,NIM1K,4,16,3.3,2.1,2.1,0.00,0.02,yes,1,1,1
1438,208,CCDC57,68,215,7.1,1.7,1.7,0.00,0.00,yes,2,1,1
1002,207,BCAR3,16,35,4.7,1.2,1.2,0.00,0.03,yes,2,1,1
7529,207,LOC102044709,33,8,4.4,-2.1,2.1,0.00,0.01,yes,1,1,1
9151,207,LOC115949281,13,55,5.1,2.1,2.1,0.00,0.00,yes,2,1,1
4021,207,GK,39,9,4.6,-2.1,2.1,0.00,0.01,yes,1,1,1
5484,207,LMOD1,8,33,4.4,2.1,2.1,0.00,0.00,yes,1,1,1
2382,205,CUNH1orf74,311,75,7.6,-2.1,2.1,0.00,0.00,yes,2,1,1
6291,205,LOC102036753,215,78,7.2,-1.5,1.5,0.00,0.00,yes,2,1,1
451,205,ANGPT1,35,10,4.5,-1.7,1.7,0.00,0.03,yes,2,1,1
7284,204,LOC102043159,7,29,4.2,2.0,2.0,0.00,0.00,yes,1,1,1
1164,204,BTBD3,16,4,3.3,-2.0,2.0,0.01,0.04,yes,1,1,1
12764,204,RTKN2,25,6,4.0,-2.0,2.0,0.00,0.02,yes,1,1,1
4475,204,HHLA2,158,38,6.6,-2.0,2.0,0.00,0.00,yes,2,1,1
7642,203,LOC102045358,43,10,4.7,-2.0,2.0,0.00,0.02,yes,2,1,1
10654,203,NMRAL1,46,187,6.9,2.0,2.0,0.00,0.00,yes,2,1,1
9420,202,LOX,8,27,4.1,1.7,1.7,0.00,0.03,yes,1,1,1
6769,202,LOC102039799,1484,6019,11.9,2.0,2.0,0.00,0.00,yes,2,1,1
7422,202,LOC102044128,501,2031,10.3,2.0,2.0,0.00,0.00,yes,2,1,1
11181,202,PCYOX1L,10,2,2.6,-2.0,2.0,0.00,0.03,yes,1,1,1
1582,202,CDCA7,52,13,5.0,-2.0,2.0,0.00,0.01,yes,2,1,1
410,201,ALS2CL,25,6,4.0,-2.0,2.0,0.00,0.01,yes,1,1,1
15149,201,TTC39C,18,5,3.5,-2.0,2.0,0.00,0.01,yes,1,1,1
835,201,ATP10A,67,16,5.4,-2.0,2.0,0.00,0.00,yes,2,1,1
8552,201,LOC115948502,59,236,7.2,2.0,2.0,0.00,0.00,yes,2,1,1
13133,201,SH3TC2,44,11,4.8,-2.0,2.0,0.01,0.04,yes,2,1,1
8793,201,LOC115948801,15,59,5.2,2.0,2.0,0.00,0.00,yes,2,1,1
720,200,ARMH4,20,78,5.6,2.0,2.0,0.00,0.01,yes,2,1,1
10893,200,OAS1,53188,13266,15.0,-2.0,2.0,0.00,0.01,yes,2,1,1
7001,200,LOC102041126,268,102,7.5,-1.4,1.4,0.01,0.04,yes,2,1,1
5929,200,LOC102034363,22,6,3.8,-2.0,2.0,0.00,0.00,yes,1,1,1
4182,200,GPR162,90,25,5.8,-1.9,1.9,0.00,0.01,yes,2,1,1
5921,200,LOC102034306,19,77,5.6,2.0,2.0,0.00,0.00,yes,2,1,1
6761,200,LOC102039737,56,14,5.1,-2.0,2.0,0.00,0.02,yes,2,1,1
10844,200,NUDT19,6,19,3.6,1.6,1.6,0.00,0.02,yes,1,1,1
3199,199,EPB41L5,303,100,7.7,-1.6,1.6,0.00,0.00,yes,2,1,1
8976,199,LOC115949054,36,9,4.5,-2.0,2.0,0.01,0.05,yes,1,1,1
9998,199,MLLT6,31,8,4.3,-2.0,2.0,0.00,0.03,yes,1,1,1
14314,199,TET2,416,105,8.0,-2.0,2.0,0.00,0.00,yes,2,1,1
14793,199,TRAF1,39,10,4.6,-2.0,2.0,0.00,0.00,yes,2,1,1
15372,199,UROS,4833,1220,11.6,-2.0,2.0,0.00,0.00,yes,2,1,1
4379,199,HAS2,18,5,3.5,-2.0,2.0,0.01,0.04,yes,1,1,1
5335,199,LAMP3,133,34,6.4,-2.0,2.0,0.01,0.05,yes,2,1,1
15801,198,ZC2HC1C,40,157,6.6,2.0,2.0,0.00,0.00,yes,2,1,1
8099,198,LOC115947921,3,11,2.8,2.0,2.0,0.01,0.05,yes,1,1,1
6921,198,LOC102040637,5720,1450,11.8,-2.0,2.0,0.00,0.01,yes,2,1,1
6333,198,LOC102037011,6,24,3.9,2.0,2.0,0.00,0.02,yes,1,1,1
2846,197,DPH6,12,3,2.9,-2.0,2.0,0.00,0.03,yes,1,1,1
6965,197,LOC102040903,10,2,2.6,-2.0,2.0,0.01,0.05,yes,1,1,1
15254,197,UBE2E3,244,718,8.9,1.6,1.6,0.00,0.00,yes,2,1,1
2759,197,DNAI2,6,24,3.9,2.0,2.0,0.00,0.01,yes,1,1,1
15077,197,TRUB1,54,14,5.1,-2.0,2.0,0.00,0.00,yes,2,1,1
9204,197,LOC115949338,463,129,8.2,-1.8,1.8,0.00,0.03,yes,2,1,1
5452,196,LIPA,7141,1835,12.1,-2.0,2.0,0.00,0.00,yes,2,1,1
14340,196,TFEC,22,6,3.8,-2.0,2.0,0.01,0.05,yes,1,1,1
14003,196,SUCLG2,72,18,5.5,-2.0,2.0,0.00,0.00,yes,2,1,1
512,196,ANKS6,20,5,3.6,-2.0,2.0,0.00,0.01,yes,1,1,1
7213,196,LOC102042760,192,79,7.1,-1.3,1.3,0.00,0.00,yes,2,1,1
1237,196,CACNA1D,31,120,6.2,2.0,2.0,0.00,0.01,yes,2,1,1
12976,196,SELENOP,4940,14838,13.3,1.6,1.6,0.00,0.00,yes,2,1,1
14317,195,TEX11,122,256,7.6,1.1,1.1,0.01,0.03,yes,2,1,1
4723,195,IFT88,18,62,5.3,1.8,1.8,0.00,0.00,yes,2,1,1
8977,195,LOC115949055,92,28,5.9,-1.7,1.7,0.00,0.00,yes,2,1,1
13323,195,SLC26A5,153,40,6.6,-1.9,1.9,0.00,0.00,yes,2,1,1
11837,195,PRIMPOL,76,20,5.6,-1.9,1.9,0.00,0.00,yes,2,1,1
10499,195,NEB,15,52,5.1,1.7,1.7,0.00,0.00,yes,2,1,1
6330,195,LOC102036968,212,55,7.1,-1.9,1.9,0.00,0.00,yes,2,1,1
1124,194,BRCA1,431,1656,10.0,1.9,1.9,0.00,0.00,yes,2,1,1
8640,194,LOC115948605,888,2490,10.7,1.5,1.5,0.00,0.02,yes,2,1,1
1442,194,CCDC61,251,964,9.2,1.9,1.9,0.00,0.00,yes,2,1,1
11602,194,PMM1,180,493,8.4,1.5,1.5,0.00,0.00,yes,2,1,1
3166,194,ENO2,30,114,6.2,1.9,1.9,0.00,0.00,yes,2,1,1
6369,194,LOC102037239,39,10,4.6,-1.9,1.9,0.00,0.01,yes,2,1,1
12759,193,RTCA,18,4,3.5,-1.9,1.9,0.00,0.00,yes,1,1,1
15734,193,YES1,12,3,2.9,-1.9,1.9,0.01,0.04,yes,1,1,1
3399,193,FAM135A,156,412,8.1,1.4,1.4,0.00,0.00,yes,2,1,1
6078,193,LOC102035392,634,167,8.6,-1.9,1.9,0.00,0.00,yes,2,1,1
2022,192,COBL,40,10,4.6,-1.9,1.9,0.01,0.03,yes,2,1,1
15313,192,UCP3,25,84,5.8,1.8,1.8,0.00,0.00,yes,2,1,1
7666,192,LOC102045507,8,31,4.3,1.9,1.9,0.00,0.02,yes,1,1,1
6612,192,LOC102038799,14,54,5.1,1.9,1.9,0.00,0.00,yes,2,1,1
4258,192,GRIK4,19,5,3.6,-1.9,1.9,0.00,0.03,yes,1,1,1
661,192,ARHGEF10L,65,19,5.4,-1.8,1.8,0.01,0.03,yes,2,1,1
2547,192,DCTN6,82,310,7.6,1.9,1.9,0.00,0.00,yes,2,1,1
3886,192,GAREM1,23,6,3.9,-1.9,1.9,0.00,0.01,yes,1,1,1
5620,191,LOC102032342,24,90,5.8,1.9,1.9,0.00,0.00,yes,2,1,1
13877,191,ST3GAL6,133,35,6.4,-1.9,1.9,0.00,0.00,yes,2,1,1
14396,191,TIAM1,220,59,7.1,-1.9,1.9,0.00,0.02,yes,2,1,1
15934,191,ZNF469,6,22,3.8,1.9,1.9,0.00,0.00,yes,1,1,1
14445,190,TLR4,97,28,6.0,-1.8,1.8,0.00,0.02,yes,2,1,1
12263,190,RASL11B,14,52,5.0,1.9,1.9,0.00,0.01,yes,2,1,1
7661,190,LOC102045469,30,8,4.2,-1.9,1.9,0.00,0.01,yes,1,1,1
6259,190,LOC102036559,402,1499,9.9,1.9,1.9,0.00,0.00,yes,2,1,1
12881,190,SCFD2,52,14,5.0,-1.9,1.9,0.00,0.00,yes,2,1,1
14258,190,TCTN3,220,818,9.0,1.9,1.9,0.00,0.00,yes,2,1,1
12382,189,RETREG1,10,3,2.7,-1.9,1.9,0.00,0.02,yes,1,1,1
8987,189,LOC115949070,175,68,6.9,-1.4,1.4,0.00,0.03,yes,2,1,1
13384,189,SLC37A2,82,22,5.7,-1.9,1.9,0.00,0.01,yes,2,1,1
10636,189,NLE1,36,10,4.5,-1.9,1.9,0.01,0.03,yes,2,1,1
1468,189,CCL20,4,12,3.0,1.9,1.9,0.00,0.02,yes,1,1,1
7981,189,LOC115947762,9,33,4.4,1.8,1.8,0.00,0.00,yes,1,1,1
11105,189,PARP9,6477,1750,12.0,-1.9,1.9,0.00,0.00,yes,2,1,1
15230,189,UAP1,2396,8843,12.5,1.9,1.9,0.00,0.00,yes,2,1,1
9452,188,LRIG3,47,160,6.7,1.8,1.8,0.00,0.00,yes,2,1,1
12520,188,RND3,13,47,4.9,1.9,1.9,0.00,0.00,yes,2,1,1
1403,188,CCDC149,42,12,4.8,-1.9,1.9,0.00,0.00,yes,2,1,1
10340,188,MYOF,263,87,7.5,-1.6,1.6,0.00,0.02,yes,2,1,1
8601,187,LOC115948559,63,17,5.3,-1.9,1.9,0.00,0.00,yes,2,1,1
1715,187,CERK,96,26,5.9,-1.9,1.9,0.00,0.00,yes,2,1,1
12240,187,RAPH1,42,12,4.8,-1.9,1.9,0.00,0.00,yes,2,1,1
3672,187,FKBP9,222,508,8.5,1.2,1.2,0.00,0.01,yes,2,1,1
5602,187,LOC102032171,8,28,4.2,1.9,1.9,0.00,0.00,yes,1,1,1
3902,187,GATAD1,1068,308,9.4,-1.8,1.8,0.00,0.00,yes,2,1,1
5381,187,LDAH,28,8,4.2,-1.9,1.9,0.00,0.00,yes,1,1,1
4987,186,JCAD,162,62,6.8,-1.4,1.4,0.00,0.00,yes,2,1,1
10246,186,MTRF1L,172,623,8.6,1.9,1.9,0.00,0.00,yes,2,1,1
8882,186,LOC115948909,24,6,3.9,-1.9,1.9,0.00,0.03,yes,1,1,1
5061,186,KCNIP2,5,18,3.5,1.9,1.9,0.00,0.02,yes,1,1,1
6523,186,LOC102038263,614,2220,10.5,1.9,1.9,0.00,0.00,yes,2,1,1
12288,186,RBM11,3,10,2.7,1.9,1.9,0.00,0.02,yes,1,1,1
13999,185,STYXL1,25,91,5.9,1.9,1.9,0.00,0.01,yes,2,1,1
15444,185,VAMP2,13,46,4.9,1.8,1.8,0.01,0.04,yes,2,1,1
10753,185,NR4A2,134,479,8.3,1.8,1.8,0.00,0.00,yes,2,1,1
6722,184,LOC102039479,313,87,7.6,-1.8,1.8,0.00,0.00,yes,2,1,1
7009,184,LOC102041182,53,15,5.1,-1.8,1.8,0.00,0.00,yes,2,1,1
2906,184,DTX4,92,26,5.9,-1.8,1.8,0.00,0.00,yes,2,1,1
3385,184,FAM114A1,29,8,4.2,-1.8,1.8,0.00,0.00,yes,1,1,1
14285,184,TEK,130,442,8.2,1.8,1.8,0.00,0.00,yes,2,1,1
5605,184,LOC102032192,32,9,4.4,-1.8,1.8,0.00,0.00,yes,1,1,1
284,184,AGA,36,10,4.5,-1.8,1.8,0.00,0.00,yes,2,1,1
13580,184,SMPDL3A,85,27,5.8,-1.6,1.6,0.00,0.02,yes,2,1,1
15419,184,USP54,14,4,3.2,-1.8,1.8,0.01,0.03,yes,1,1,1
1720,183,CERS5,202,681,8.8,1.8,1.8,0.00,0.00,yes,2,1,1
5538,183,LOC102031698,12,3,2.9,-1.8,1.8,0.01,0.04,yes,1,1,1
14908,183,TRNAC-GCA-8,25,68,5.5,1.5,1.5,0.00,0.00,yes,2,1,1
14013,183,SULF2,19,6,3.6,-1.8,1.8,0.01,0.05,yes,1,1,1
6694,183,LOC102039351,13,45,4.9,1.8,1.8,0.00,0.00,yes,2,1,1
6971,183,LOC102040925,79,179,7.0,1.2,1.2,0.00,0.01,yes,2,1,1
15137,183,TTC27,31,9,4.3,-1.8,1.8,0.00,0.00,yes,1,1,1
15192,183,TUT7,954,2838,10.9,1.6,1.6,0.00,0.00,yes,2,1,1
501,183,ANKRD50,24,71,5.6,1.5,1.5,0.00,0.00,yes,2,1,1
7614,183,LOC102045157,489,217,8.5,-1.2,1.2,0.00,0.00,yes,2,1,1
6866,182,LOC102040334,40,11,4.7,-1.8,1.8,0.00,0.00,yes,2,1,1
10379,182,NACC2,98,28,6.0,-1.8,1.8,0.01,0.04,yes,2,1,1
12920,182,SDCBP,2288,648,10.5,-1.8,1.8,0.00,0.00,yes,2,1,1
6853,182,LOC102040255,40,142,6.5,1.8,1.8,0.00,0.00,yes,2,1,1
13066,182,SFMBT1,31,9,4.3,-1.8,1.8,0.00,0.01,yes,1,1,1
4472,182,HHIPL1,64,226,7.2,1.8,1.8,0.00,0.00,yes,2,1,1
6574,181,LOC102038574,32,9,4.4,-1.8,1.8,0.00,0.00,yes,1,1,1
588,181,APOLD1,34,119,6.3,1.8,1.8,0.00,0.00,yes,2,1,1
5144,181,KIAA0040,120,34,6.3,-1.8,1.8,0.00,0.00,yes,2,1,1
9479,181,LRRC23,21,71,5.5,1.8,1.8,0.00,0.00,yes,2,1,1
1190,181,C1QA,1015,317,9.4,-1.7,1.7,0.01,0.04,yes,2,1,1
4844,181,INPP5J,556,1942,10.3,1.8,1.8,0.00,0.00,yes,2,1,1
5031,181,KBTBD3,12,42,4.8,1.8,1.8,0.00,0.00,yes,2,1,1
10256,181,MTX3,29,8,4.2,-1.8,1.8,0.00,0.00,yes,1,1,1
660,180,ARHGEF10,14,33,4.6,1.2,1.2,0.01,0.03,yes,2,1,1
2302,180,CTTNBP2NL,77,22,5.6,-1.8,1.8,0.01,0.03,yes,2,1,1
5920,180,LOC102034304,135,40,6.5,-1.7,1.7,0.00,0.01,yes,2,1,1
7470,180,LOC102044398,4,11,2.9,1.8,1.8,0.01,0.04,yes,1,1,1
10477,180,NDUFAF1,192,617,8.7,1.7,1.7,0.00,0.00,yes,2,1,1
944,180,B3GNT5,94,279,7.5,1.6,1.6,0.00,0.02,yes,2,1,1
10196,180,MSX1,22,74,5.6,1.8,1.8,0.00,0.00,yes,2,1,1
993,180,BBS12,28,8,4.2,-1.8,1.8,0.00,0.02,yes,1,1,1
13667,179,SOCS1,696,201,8.8,-1.8,1.8,0.00,0.00,yes,2,1,1
1305,179,CAPN2,38,11,4.6,-1.8,1.8,0.00,0.01,yes,2,1,1
3696,179,FN1,3808,1100,11.3,-1.8,1.8,0.00,0.02,yes,2,1,1
1579,178,CDCA2,24,82,5.7,1.8,1.8,0.00,0.00,yes,2,1,1
3826,178,GABBR1,14,46,4.9,1.8,1.8,0.00,0.00,yes,2,1,1
10274,178,MXRA7,13,44,4.8,1.8,1.8,0.00,0.00,yes,2,1,1
10798,178,NSUN5,176,52,6.8,-1.8,1.8,0.00,0.00,yes,2,1,1
13662,178,SNX7,30,8,4.2,-1.8,1.8,0.00,0.00,yes,1,1,1
3450,178,FAM217B,49,14,5.0,-1.8,1.8,0.00,0.00,yes,2,1,1
6464,178,LOC102037873,3,11,2.8,1.8,1.8,0.01,0.03,yes,1,1,1
14953,178,TRNAI-AAU-3,10,3,2.7,-1.8,1.8,0.01,0.04,yes,1,1,1
7249,177,LOC102042996,44,13,4.8,-1.8,1.8,0.00,0.01,yes,2,1,1
10281,177,MYBL2,14,4,3.2,-1.7,1.7,0.01,0.04,yes,1,1,1
