Index,Sort order,GeneID,avg mIFOR,avg mICRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
4616,177,HSD17B7,124,422,8.1,1.8,1.8,0.00,0.00,yes,2,1,1
2378,177,CUNH1orf226,31,107,6.1,1.8,1.8,0.00,0.02,yes,2,1,1
12260,177,RASGRP3,61,18,5.3,-1.8,1.8,0.00,0.02,yes,2,1,1
14708,177,TNNC2,25,85,5.8,1.8,1.8,0.00,0.00,yes,2,1,1
6506,177,LOC102038164,398,125,8.0,-1.7,1.7,0.00,0.01,yes,2,1,1
12324,177,RBP7,11,3,2.8,-1.7,1.7,0.01,0.05,yes,1,1,1
2070,177,COL9A3,128,38,6.4,-1.8,1.8,0.00,0.01,yes,2,1,1
11562,176,PLK1,303,1029,9.4,1.8,1.8,0.01,0.04,yes,2,1,1
2984,176,ECT2,14,4,3.2,-1.8,1.8,0.01,0.04,yes,1,1,1
240,176,ADH5,113,312,7.7,1.5,1.5,0.00,0.00,yes,2,1,1
3851,176,GAL3ST2,6,19,3.6,1.8,1.8,0.00,0.02,yes,1,1,1
7093,176,LOC102041862,81,24,5.7,-1.8,1.8,0.00,0.02,yes,2,1,1
405,176,ALPK1,25,86,5.8,1.8,1.8,0.00,0.02,yes,2,1,1
1394,175,CCDC126,435,1468,9.9,1.8,1.8,0.00,0.00,yes,2,1,1
1874,175,CITED2,13,4,3.1,-1.8,1.8,0.01,0.04,yes,1,1,1
972,175,BAIAP2L1,60,18,5.3,-1.8,1.8,0.00,0.01,yes,2,1,1
1478,175,CCNA2,30,9,4.3,-1.8,1.8,0.01,0.05,yes,1,1,1
8451,175,LOC115948380,859,2889,10.9,1.8,1.8,0.00,0.00,yes,2,1,1
9604,175,MAD2L1,58,137,6.6,1.3,1.3,0.00,0.00,yes,2,1,1
14805,175,TRAK1,65,19,5.4,-1.7,1.7,0.00,0.03,yes,2,1,1
15851,175,ZFAND1,86,287,7.5,1.7,1.7,0.00,0.00,yes,2,1,1
3617,175,FGF18,56,185,6.9,1.7,1.7,0.00,0.00,yes,2,1,1
950,174,B4GALT1,382,114,8.0,-1.7,1.7,0.00,0.00,yes,2,1,1
1320,174,CARD11,228,68,7.2,-1.7,1.7,0.00,0.01,yes,2,1,1
8718,174,LOC115948706,27,12,4.3,-1.1,1.1,0.01,0.04,yes,2,1,1
6459,174,LOC102037853,247,74,7.3,-1.7,1.7,0.00,0.01,yes,2,1,1
15443,174,VAMP1,8,26,4.1,1.7,1.7,0.00,0.00,yes,1,1,1
8269,174,LOC115948145,27,9,4.2,-1.6,1.6,0.00,0.00,yes,1,1,1
11062,174,PAK6,12,39,4.7,1.7,1.7,0.00,0.00,yes,2,1,1
9618,173,MAGI3,104,310,7.7,1.6,1.6,0.00,0.00,yes,2,1,1
13897,173,STAC3,30,9,4.3,-1.7,1.7,0.00,0.01,yes,1,1,1
9971,173,MIS18BP1,115,382,8.0,1.7,1.7,0.00,0.00,yes,2,1,1
14524,173,TMEM156,44,13,4.8,-1.7,1.7,0.00,0.02,yes,2,1,1
10799,173,NSUN6,56,16,5.2,-1.7,1.7,0.00,0.00,yes,2,1,1
2356,173,CUNH17orf58,5,18,3.5,1.7,1.7,0.00,0.02,yes,1,1,1
10450,173,NCS1,6,20,3.7,1.7,1.7,0.00,0.01,yes,1,1,1
13876,173,ST3GAL5,103,31,6.1,-1.7,1.7,0.00,0.01,yes,2,1,1
6725,173,LOC102039514,28,93,5.9,1.7,1.7,0.00,0.00,yes,2,1,1
6141,173,LOC102035897,126,415,8.1,1.7,1.7,0.00,0.00,yes,2,1,1
12561,172,RNF213,41757,12646,14.7,-1.7,1.7,0.00,0.00,yes,2,1,1
14756,172,TPBG,32,105,6.1,1.7,1.7,0.00,0.01,yes,2,1,1
9083,172,LOC115949200,9,30,4.3,1.7,1.7,0.00,0.01,yes,1,1,1
8225,172,LOC115948081,175,575,8.6,1.7,1.7,0.00,0.00,yes,2,1,1
7088,172,LOC102041802,19,6,3.6,-1.7,1.7,0.00,0.01,yes,1,1,1
11183,172,PCYT1B,14,4,3.2,-1.7,1.7,0.00,0.02,yes,1,1,1
1436,171,CCDC50,340,120,7.8,-1.5,1.5,0.01,0.03,yes,2,1,1
7167,171,LOC102042414,18,6,3.6,-1.5,1.5,0.01,0.04,yes,1,1,1
948,171,B4GALNT3,14,4,3.2,-1.7,1.7,0.01,0.04,yes,1,1,1
5021,171,KATNAL1,4,15,3.2,1.7,1.7,0.01,0.04,yes,1,1,1
14688,171,TNFRSF1A,74,23,5.6,-1.7,1.7,0.00,0.01,yes,2,1,1
4768,171,IL15,639,195,8.7,-1.7,1.7,0.00,0.00,yes,2,1,1
1450,171,CCDC77,913,2986,10.9,1.7,1.7,0.00,0.00,yes,2,1,1
6159,171,LOC102035972,56,17,5.2,-1.7,1.7,0.00,0.00,yes,2,1,1
3124,171,ELOVL5,708,2142,10.5,1.6,1.6,0.00,0.00,yes,2,1,1
5826,171,LOC102033681,30,99,6.0,1.7,1.7,0.01,0.04,yes,2,1,1
4226,170,GPX2,19,60,5.3,1.7,1.7,0.00,0.00,yes,2,1,1
1406,170,CCDC157,166,536,8.5,1.7,1.7,0.00,0.00,yes,2,1,1
7244,170,LOC102042962,17,55,5.2,1.7,1.7,0.00,0.01,yes,2,1,1
1814,170,CHPT1,43,14,4.8,-1.7,1.7,0.00,0.03,yes,2,1,1
13988,170,STX3,12,41,4.7,1.7,1.7,0.00,0.00,yes,2,1,1
13369,169,SLC35D2,11,24,4.1,1.2,1.2,0.01,0.03,yes,2,1,1
3743,169,FOXRED2,13,44,4.8,1.7,1.7,0.00,0.00,yes,2,1,1
934,169,B3GALNT1,73,23,5.6,-1.7,1.7,0.00,0.00,yes,2,1,1
9550,169,LSS,53,16,5.1,-1.7,1.7,0.00,0.01,yes,2,1,1
10071,169,MPI,34,14,4.6,-1.2,1.2,0.00,0.02,yes,2,1,1
724,169,ARNTL,103,309,7.7,1.6,1.6,0.00,0.00,yes,2,1,1
12821,169,SAMD12,26,8,4.1,-1.7,1.7,0.00,0.01,yes,1,1,1
14612,169,TMEM43,375,1206,9.6,1.7,1.7,0.00,0.00,yes,2,1,1
15456,169,VAV2,192,60,7.0,-1.7,1.7,0.01,0.05,yes,2,1,1
5421,168,LHPP,31,10,4.4,-1.7,1.7,0.00,0.00,yes,2,1,1
1206,168,C2CD3,321,929,9.3,1.5,1.5,0.00,0.00,yes,2,1,1
3914,168,GC,8,27,4.1,1.7,1.7,0.00,0.02,yes,1,1,1
6241,168,LOC102036423,111,35,6.2,-1.7,1.7,0.00,0.00,yes,2,1,1
13171,168,SIAH2,124,39,6.3,-1.7,1.7,0.00,0.01,yes,2,1,1
14290,168,TELO2,1354,3036,11.1,1.2,1.2,0.00,0.02,yes,2,1,1
15908,168,ZNF277,11,4,2.9,-1.7,1.7,0.00,0.02,yes,1,1,1
1946,167,CLTRN,6,14,3.3,1.4,1.4,0.00,0.02,yes,1,1,1
12544,167,RNF157,9,31,4.3,1.7,1.7,0.00,0.01,yes,1,1,1
13556,167,SMIM13,289,90,7.6,-1.7,1.7,0.00,0.00,yes,2,1,1
3578,167,FCHSD2,26,9,4.1,-1.5,1.5,0.00,0.01,yes,1,1,1
6596,167,LOC102038667,47,18,5.0,-1.4,1.4,0.01,0.05,yes,2,1,1
2601,167,DEK,874,1851,10.4,1.1,1.1,0.00,0.00,yes,2,1,1
2868,167,DRAM1,200,63,7.0,-1.7,1.7,0.00,0.01,yes,2,1,1
12670,167,RPP30,16,5,3.4,-1.7,1.7,0.01,0.03,yes,1,1,1
1509,167,CCSER2,49,15,5.0,-1.7,1.7,0.00,0.01,yes,2,1,1
29,167,ABCB1,69,22,5.5,-1.7,1.7,0.00,0.01,yes,2,1,1
8930,166,LOC115948996,12,39,4.7,1.7,1.7,0.00,0.03,yes,2,1,1
13332,166,SLC29A3,80,25,5.7,-1.7,1.7,0.00,0.01,yes,2,1,1
3367,166,FABP3,371,138,8.0,-1.4,1.4,0.00,0.01,yes,2,1,1
9968,166,MIPEP,73,23,5.6,-1.7,1.7,0.00,0.00,yes,2,1,1
11620,166,PNPLA4,198,63,7.0,-1.7,1.7,0.00,0.00,yes,2,1,1
14249,166,TCP1,1167,2467,10.8,1.1,1.1,0.00,0.03,yes,2,1,1
11527,166,PLD4,594,188,8.6,-1.7,1.7,0.00,0.00,yes,2,1,1
14330,166,TFAP2C,6,16,3.5,1.7,1.7,0.01,0.04,yes,1,1,1
10528,166,NEK8,206,648,8.7,1.7,1.7,0.00,0.00,yes,2,1,1
3364,165,FAAP24,35,11,4.5,-1.7,1.7,0.00,0.01,yes,2,1,1
3332,165,EXOSC7,18,6,3.6,-1.7,1.7,0.00,0.03,yes,1,1,1
11742,165,PPM1H,312,99,7.7,-1.7,1.7,0.00,0.00,yes,2,1,1
1696,165,CEP41,9,28,4.2,1.7,1.7,0.00,0.01,yes,1,1,1
8038,165,LOC115947847,10,3,2.7,-1.6,1.6,0.01,0.04,yes,1,1,1
308,164,AGTPBP1,47,102,6.2,1.1,1.1,0.00,0.01,yes,2,1,1
4754,164,IKBKE,301,96,7.6,-1.6,1.6,0.00,0.01,yes,2,1,1
9531,164,LRTM2,17,52,5.1,1.6,1.6,0.00,0.02,yes,2,1,1
9612,164,MAFB,111,36,6.2,-1.6,1.6,0.00,0.01,yes,2,1,1
10826,164,NUAK1,71,23,5.6,-1.6,1.6,0.00,0.03,yes,2,1,1
1455,164,CCDC84,437,1362,9.8,1.6,1.6,0.00,0.00,yes,2,1,1
7354,164,LOC102043631,4,13,3.1,1.6,1.6,0.01,0.05,yes,1,1,1
8016,164,LOC115947809,977,313,9.3,-1.6,1.6,0.00,0.00,yes,2,1,1
5598,164,LOC102032137,105,326,7.8,1.6,1.6,0.00,0.00,yes,2,1,1
12083,164,PXYLP1,15,6,3.4,-1.4,1.4,0.01,0.05,yes,1,1,1
975,163,BAMBI,1190,3139,11.1,1.4,1.4,0.00,0.01,yes,2,1,1
1195,163,C1QTNF2,20,60,5.3,1.6,1.6,0.00,0.01,yes,2,1,1
13346,163,SLC30A4,131,404,8.1,1.6,1.6,0.00,0.00,yes,2,1,1
13787,163,SPSB1,40,13,4.7,-1.6,1.6,0.00,0.00,yes,2,1,1
4235,163,GRAMD4,106,269,7.6,1.3,1.3,0.00,0.00,yes,2,1,1
10936,163,OMA1,87,28,5.8,-1.6,1.6,0.00,0.00,yes,2,1,1
753,163,ASAP3,21,7,3.8,-1.6,1.6,0.01,0.04,yes,1,1,1
14696,163,TNFSF13B,79,26,5.7,-1.6,1.6,0.00,0.00,yes,2,1,1
12587,162,RNPS1,4528,9546,12.8,1.1,1.1,0.00,0.00,yes,2,1,1
35,162,ABCB8,34,11,4.5,-1.6,1.6,0.00,0.01,yes,2,1,1
116,162,ACLY,346,1064,9.5,1.6,1.6,0.00,0.00,yes,2,1,1
11977,162,PSTPIP1,202,66,7.1,-1.6,1.6,0.00,0.01,yes,2,1,1
13563,162,SMIM30,264,86,7.5,-1.6,1.6,0.00,0.00,yes,2,1,1
11983,162,PTBP3,120,368,7.9,1.6,1.6,0.00,0.00,yes,2,1,1
15819,162,ZCCHC17,204,627,8.7,1.6,1.6,0.00,0.00,yes,2,1,1
8648,161,LOC115948616,20,60,5.3,1.6,1.6,0.00,0.01,yes,2,1,1
1550,161,CD96,74,24,5.6,-1.6,1.6,0.00,0.00,yes,2,1,1
10820,161,NTPCR,160,488,8.3,1.6,1.6,0.00,0.00,yes,2,1,1
12282,161,RBFA,133,328,7.8,1.3,1.3,0.00,0.01,yes,2,1,1
5928,161,LOC102034361,143,47,6.6,-1.6,1.6,0.00,0.03,yes,2,1,1
8388,161,LOC115948301,102,34,6.1,-1.6,1.6,0.00,0.01,yes,2,1,1
15670,161,WRAP53,59,180,6.9,1.6,1.6,0.00,0.01,yes,2,1,1
8044,161,LOC115947855,6,19,3.6,1.6,1.6,0.00,0.00,yes,1,1,1
6895,161,LOC102040516,48,16,5.0,-1.6,1.6,0.00,0.01,yes,2,1,1
1988,161,CNNM2,81,219,7.2,1.4,1.4,0.00,0.00,yes,2,1,1
1073,161,BLNK,165,54,6.8,-1.6,1.6,0.00,0.02,yes,2,1,1
1307,161,CAPN5,62,20,5.4,-1.6,1.6,0.00,0.01,yes,2,1,1
274,160,AFAP1L2,26,9,4.1,-1.6,1.6,0.01,0.03,yes,1,1,1
14751,160,TP53I11,232,76,7.3,-1.6,1.6,0.00,0.00,yes,2,1,1
14127,160,TAF1C,354,1069,9.5,1.6,1.6,0.00,0.00,yes,2,1,1
14300,159,TENT5B,38,113,6.2,1.6,1.6,0.00,0.00,yes,2,1,1
5910,159,LOC102034257,2885,8680,12.5,1.6,1.6,0.00,0.00,yes,2,1,1
12579,159,RNFT2,14,42,4.8,1.6,1.6,0.00,0.00,yes,2,1,1
13838,158,SRRM3,32,94,6.0,1.6,1.6,0.00,0.00,yes,2,1,1
5275,158,KLHL8,121,40,6.3,-1.6,1.6,0.00,0.01,yes,2,1,1
6359,158,LOC102037191,440,150,8.2,-1.6,1.6,0.00,0.02,yes,2,1,1
7648,158,LOC102045397,28,83,5.8,1.6,1.6,0.00,0.00,yes,2,1,1
11828,158,PREPL,14,5,3.2,-1.6,1.6,0.01,0.04,yes,1,1,1
4309,158,GSTZ1,156,52,6.7,-1.6,1.6,0.00,0.00,yes,2,1,1
9908,158,MFSD14B,4072,1361,11.4,-1.6,1.6,0.00,0.00,yes,2,1,1
15467,158,VEGFA,24,53,5.3,1.2,1.2,0.01,0.05,yes,2,1,1
5405,158,LGALS2,80,27,5.7,-1.6,1.6,0.00,0.00,yes,2,1,1
8080,158,LOC115947899,8,23,4.0,1.6,1.6,0.00,0.02,yes,1,1,1
10065,158,MPEG1,198,66,7.0,-1.6,1.6,0.00,0.03,yes,2,1,1
9072,158,LOC115949187,91,269,7.5,1.6,1.6,0.00,0.00,yes,2,1,1
13203,158,SKAP1,231,78,7.3,-1.6,1.6,0.00,0.00,yes,2,1,1
4233,157,GRAMD2A,29,10,4.3,-1.6,1.6,0.00,0.01,yes,2,1,1
6349,157,LOC102037116,50,149,6.6,1.6,1.6,0.00,0.01,yes,2,1,1
7912,157,LOC115947683,27,80,5.7,1.6,1.6,0.00,0.00,yes,2,1,1
10242,157,MTR,56,18,5.2,-1.6,1.6,0.00,0.01,yes,2,1,1
10647,157,NME5,600,260,8.7,-1.2,1.2,0.00,0.00,yes,2,1,1
11865,157,PRKX,53,18,5.1,-1.6,1.6,0.00,0.02,yes,2,1,1
14310,157,TES,90,30,5.9,-1.6,1.6,0.00,0.01,yes,2,1,1
11445,157,PINX1,34,12,4.5,-1.6,1.6,0.00,0.01,yes,2,1,1
1947,157,CLUAP1,19,6,3.6,-1.6,1.6,0.00,0.03,yes,1,1,1
2966,157,EBAG9,390,132,8.0,-1.6,1.6,0.00,0.00,yes,2,1,1
10560,157,NFATC1,97,33,6.0,-1.6,1.6,0.00,0.03,yes,2,1,1
2322,157,CUNH11orf49,12,4,3.0,-1.6,1.6,0.00,0.02,yes,1,1,1
7564,157,LOC102044934,14,38,4.7,1.4,1.4,0.00,0.02,yes,2,1,1
8839,156,LOC115948857,8,25,4.0,1.6,1.6,0.00,0.01,yes,1,1,1
9975,156,MKI67,68,23,5.5,-1.6,1.6,0.01,0.04,yes,2,1,1
14197,156,TBCD,40,13,4.7,-1.6,1.6,0.00,0.01,yes,2,1,1
11924,156,PRXL2C,132,338,7.9,1.4,1.4,0.00,0.00,yes,2,1,1
531,156,ANXA1,1296,547,9.8,-1.2,1.2,0.00,0.02,yes,2,1,1
1208,156,C3AR1,61,21,5.4,-1.6,1.6,0.00,0.02,yes,2,1,1
9708,156,MARCHF1,113,38,6.2,-1.6,1.6,0.00,0.01,yes,2,1,1
4815,156,IMPACT,38,12,4.6,-1.6,1.6,0.00,0.00,yes,2,1,1
10292,156,MYD88,185,63,7.0,-1.6,1.6,0.00,0.00,yes,2,1,1
1486,156,CCNE1,24,8,4.0,-1.6,1.6,0.00,0.01,yes,1,1,1
3288,155,ETFBKMT,1471,713,10.1,-1.0,1.0,0.00,0.03,yes,2,1,1
6064,155,LOC102035272,236,80,7.3,-1.6,1.6,0.00,0.00,yes,2,1,1
9450,155,LRIG1,126,46,6.4,-1.5,1.5,0.00,0.03,yes,2,1,1
10370,155,NAA35,504,1095,9.6,1.1,1.1,0.00,0.00,yes,2,1,1
8203,155,LOC115948042,33,11,4.5,-1.6,1.6,0.00,0.02,yes,2,1,1
6199,155,LOC102036181,4652,13623,13.2,1.6,1.6,0.00,0.00,yes,2,1,1
6483,155,LOC102038020,63,22,5.4,-1.5,1.5,0.00,0.01,yes,2,1,1
14339,155,TFEB,137,47,6.5,-1.5,1.5,0.00,0.01,yes,2,1,1
2000,155,CNP,322,110,7.8,-1.5,1.5,0.00,0.01,yes,2,1,1
7389,155,LOC102043912,23,67,5.5,1.5,1.5,0.00,0.03,yes,2,1,1
4025,154,GLB1,47,16,5.0,-1.5,1.5,0.00,0.01,yes,2,1,1
2341,154,CUNH12orf75,82,32,5.8,-1.4,1.4,0.00,0.01,yes,2,1,1
9191,154,LOC115949323,4392,12767,13.1,1.5,1.5,0.00,0.00,yes,2,1,1
10408,154,NAV3,39,14,4.7,-1.5,1.5,0.00,0.01,yes,2,1,1
2458,154,CYFIP2,538,186,8.5,-1.5,1.5,0.00,0.02,yes,2,1,1
5313,154,L3HYPDH,18,49,5.1,1.5,1.5,0.00,0.00,yes,2,1,1
12056,154,PTTG1,398,1154,9.6,1.5,1.5,0.00,0.00,yes,2,1,1
10919,154,OGFR,10529,3634,12.8,-1.5,1.5,0.00,0.00,yes,2,1,1
15550,154,VWA8,67,28,5.6,-1.3,1.3,0.00,0.01,yes,2,1,1
5835,153,LOC102033748,29,84,5.8,1.5,1.5,0.00,0.00,yes,2,1,1
14102,153,SYTL4,70,24,5.6,-1.5,1.5,0.00,0.00,yes,2,1,1
15491,153,VPREB3,96,276,7.5,1.5,1.5,0.00,0.00,yes,2,1,1
1533,153,CD40,112,39,6.2,-1.5,1.5,0.00,0.01,yes,2,1,1
1447,153,CCDC69,66,23,5.5,-1.5,1.5,0.01,0.05,yes,2,1,1
12730,153,RRNAD1,360,1036,9.4,1.5,1.5,0.00,0.00,yes,2,1,1
8089,152,LOC115947908,73,210,7.1,1.5,1.5,0.00,0.00,yes,2,1,1
12374,152,REPS2,376,976,9.4,1.4,1.4,0.00,0.02,yes,2,1,1
1289,152,CAMKK2,335,117,7.8,-1.5,1.5,0.00,0.01,yes,2,1,1
13804,152,SRBD1,15,34,4.6,1.2,1.2,0.01,0.04,yes,2,1,1
1706,152,CEP83,38,13,4.7,-1.5,1.5,0.00,0.02,yes,2,1,1
8113,152,LOC115947935,28,77,5.7,1.5,1.5,0.00,0.00,yes,2,1,1
15578,152,WDFY3,153,53,6.7,-1.5,1.5,0.00,0.02,yes,2,1,1
14767,152,TPK1,13,5,3.2,-1.5,1.5,0.00,0.02,yes,1,1,1
6887,152,LOC102040476,78,27,5.7,-1.5,1.5,0.00,0.00,yes,2,1,1
2844,151,DPH3,654,229,8.8,-1.5,1.5,0.00,0.00,yes,2,1,1
11726,151,PPIF,107,37,6.2,-1.5,1.5,0.00,0.00,yes,2,1,1
3387,151,FAM117B,43,15,4.9,-1.5,1.5,0.01,0.04,yes,2,1,1
10147,151,MRPS2,1161,3309,11.1,1.5,1.5,0.00,0.00,yes,2,1,1
5106,151,KCTD17,54,19,5.2,-1.5,1.5,0.00,0.03,yes,2,1,1
15117,151,TSPOAP1,108,50,6.3,-1.1,1.1,0.00,0.01,yes,2,1,1
5710,151,LOC102032919,1344,472,9.8,-1.5,1.5,0.00,0.00,yes,2,1,1
846,151,ATP1A1,748,263,9.0,-1.5,1.5,0.00,0.00,yes,2,1,1
4532,150,HNF1A,5,13,3.2,1.4,1.4,0.01,0.04,yes,1,1,1
4952,150,ITK,124,44,6.4,-1.5,1.5,0.01,0.04,yes,2,1,1
9924,150,MGAT5,392,1110,9.6,1.5,1.5,0.00,0.00,yes,2,1,1
8430,150,LOC115948356,1074,3039,11.0,1.5,1.5,0.00,0.02,yes,2,1,1
6,150,AADAT,23,8,4.0,-1.5,1.5,0.00,0.02,yes,1,1,1
1679,150,CEP112,71,25,5.6,-1.5,1.5,0.00,0.00,yes,2,1,1
1272,150,CALHM2,116,41,6.3,-1.5,1.5,0.01,0.03,yes,2,1,1
6123,150,LOC102035791,128,361,7.9,1.5,1.5,0.00,0.00,yes,2,1,1
9679,150,MAP3K8,215,86,7.2,-1.3,1.3,0.00,0.02,yes,2,1,1
14754,150,TP53RK,14,5,3.2,-1.4,1.4,0.01,0.04,yes,1,1,1
8596,150,LOC115948554,14,33,4.6,1.3,1.3,0.00,0.02,yes,2,1,1
13049,150,SETD4,40,14,4.8,-1.5,1.5,0.00,0.01,yes,2,1,1
10092,149,MRE11,152,426,8.2,1.5,1.5,0.00,0.00,yes,2,1,1
855,149,ATP2B4,658,234,8.8,-1.5,1.5,0.00,0.01,yes,2,1,1
3853,149,GALE,506,1419,9.9,1.5,1.5,0.00,0.00,yes,2,1,1
14800,149,TRAF5,306,109,7.7,-1.5,1.5,0.00,0.00,yes,2,1,1
1341,149,CASP7,193,69,7.0,-1.5,1.5,0.00,0.01,yes,2,1,1
2965,148,EARS2,92,259,7.5,1.5,1.5,0.00,0.00,yes,2,1,1
6848,148,LOC102040232,193,96,7.2,-1.0,1.0,0.01,0.03,yes,2,1,1
12310,148,RBM47,118,45,6.3,-1.4,1.4,0.01,0.04,yes,2,1,1
8534,148,LOC115948482,30,83,5.8,1.5,1.5,0.00,0.01,yes,2,1,1
539,148,ANXA7,38,78,5.9,1.0,1.0,0.00,0.02,yes,2,1,1
402,148,ALMS1,25,71,5.6,1.5,1.5,0.00,0.00,yes,2,1,1
13207,148,SKIL,76,28,5.7,-1.5,1.5,0.00,0.00,yes,2,1,1
4700,147,IFIH1,1525,549,10.0,-1.5,1.5,0.00,0.00,yes,2,1,1
11027,147,P2RY8,148,53,6.7,-1.5,1.5,0.00,0.01,yes,2,1,1
300,147,AGPAT4,30,11,4.4,-1.5,1.5,0.00,0.02,yes,2,1,1
13302,147,SLC25A33,333,924,9.3,1.5,1.5,0.00,0.00,yes,2,1,1
6231,147,LOC102036349,76,35,5.8,-1.1,1.1,0.01,0.03,yes,2,1,1
3159,147,ENDOV,168,60,6.8,-1.5,1.5,0.00,0.01,yes,2,1,1
12104,147,R3HCC1L,94,233,7.4,1.3,1.3,0.00,0.00,yes,2,1,1
12464,147,RHOH,53,19,5.2,-1.5,1.5,0.01,0.04,yes,2,1,1
1863,147,CIITA,96,35,6.0,-1.5,1.5,0.00,0.01,yes,2,1,1
8297,147,LOC115948179,2118,5852,12.0,1.5,1.5,0.00,0.01,yes,2,1,1
15281,147,UBL3,419,151,8.2,-1.5,1.5,0.00,0.00,yes,2,1,1
2264,147,CTBS,136,50,6.5,-1.5,1.5,0.00,0.00,yes,2,1,1
4448,147,HERC3,186,67,7.0,-1.5,1.5,0.00,0.00,yes,2,1,1
6739,147,LOC102039628,63,29,5.5,-1.1,1.1,0.00,0.02,yes,2,1,1
10112,147,MRPL23,20,7,3.8,-1.5,1.5,0.00,0.02,yes,1,1,1
10671,147,NOD1,74,27,5.7,-1.5,1.5,0.00,0.03,yes,2,1,1
3294,147,ETS1,210,76,7.2,-1.5,1.5,0.01,0.04,yes,2,1,1
12497,146,RIPK2,139,50,6.6,-1.5,1.5,0.00,0.00,yes,2,1,1
14866,146,TRMT1,35,95,6.0,1.5,1.5,0.01,0.04,yes,2,1,1
13758,146,SPICE1,80,29,5.8,-1.5,1.5,0.00,0.00,yes,2,1,1
13791,146,SPTBN1,582,212,8.6,-1.5,1.5,0.00,0.03,yes,2,1,1
2179,146,CREB3L2,188,80,7.1,-1.2,1.2,0.00,0.00,yes,2,1,1
7083,146,LOC102041766,63,172,6.9,1.5,1.5,0.00,0.00,yes,2,1,1
2222,146,CRYGN,28,76,5.7,1.5,1.5,0.00,0.00,yes,2,1,1
12080,146,PXK,944,344,9.3,-1.5,1.5,0.00,0.00,yes,2,1,1
14786,146,TPX2,2498,6858,12.2,1.5,1.5,0.00,0.00,yes,2,1,1
4695,146,IDS,58,21,5.3,-1.5,1.5,0.00,0.00,yes,2,1,1
15829,145,ZDHHC12,233,637,8.8,1.5,1.5,0.00,0.00,yes,2,1,1
10361,145,N4BP2L1,818,299,9.1,-1.5,1.5,0.00,0.00,yes,2,1,1
13292,145,SLC25A22,86,32,5.9,-1.5,1.5,0.00,0.01,yes,2,1,1
9429,145,LPAR5,25,9,4.1,-1.4,1.4,0.01,0.04,yes,1,1,1
2841,145,DPF3,45,16,4.9,-1.4,1.4,0.00,0.01,yes,2,1,1
5417,144,LHFPL2,61,22,5.4,-1.4,1.4,0.00,0.00,yes,2,1,1
9765,144,MCCC2,21,10,4.0,-1.2,1.2,0.01,0.04,yes,2,1,1
11407,144,PIGK,78,32,5.8,-1.3,1.3,0.00,0.03,yes,2,1,1
13816,144,SRGAP1,30,11,4.4,-1.4,1.4,0.01,0.04,yes,2,1,1
14150,144,TANC2,41,15,4.8,-1.4,1.4,0.01,0.04,yes,2,1,1
2895,144,DTD2,63,23,5.4,-1.4,1.4,0.00,0.03,yes,2,1,1
10807,144,NT5DC2,381,1034,9.5,1.4,1.4,0.00,0.02,yes,2,1,1
15948,144,ZNF593,519,192,8.5,-1.4,1.4,0.00,0.00,yes,2,1,1
