Index,Sort order,GeneID,avg mUCRA,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
15,112,AASDH,35,16,4.7,1.1,1.1,0.01,0.04,yes,2,1,1
25,181,ABCA3,1386,4857,11.6,-1.8,1.8,0,0,yes,2,1,1
29,167,ABCB1,24,54,5.3,-1.2,1.2,0.01,0.04,yes,2,1,1
44,114,ABCD2,915,416,9.4,1.1,1.1,0,0,yes,2,1,1
64,133,ABHD18,228,91,7.3,1.3,1.3,0,0,yes,2,1,1
65,102,ABHD2,3973,1964,11.5,1,1,0,0,yes,2,1,1
98,383,ACAN,1,13,2.8,-3.8,3.8,0,0,yes,1,1,1
102,215,ACAT2,86,19,5.7,2.2,2.2,0,0,yes,2,1,1
111,118,ACER2,148,65,6.7,1.2,1.2,0,0,yes,2,1,1
116,162,ACLY,1028,373,9.5,1.5,1.5,0,0,yes,2,1,1
128,116,ACOX2,15,34,4.6,-1.2,1.2,0.01,0.04,yes,2,1,1
135,152,ACSBG1,115,41,6.3,1.5,1.5,0,0,yes,2,1,1
136,117,ACSBG2,136,306,7.8,-1.2,1.2,0,0.03,yes,2,1,1
139,134,ACSL1,25,62,5.4,-1.3,1.3,0,0,yes,2,1,1
140,571,ACSL3,12,333,7.4,-4.8,4.8,0,0,yes,2,1,1
145,119,ACSS2,141,284,7.7,-1,1,0,0.02,yes,2,1,1
148,273,ACTA2,25,54,5.3,-1.1,1.1,0.01,0.04,yes,2,1,1
185,216,ADAMTS10,3,10,2.7,-1.7,1.7,0,0.03,yes,1,1,1
222,129,ADD3,354,711,9.1,-1,1,0.01,0.04,yes,2,1,1
240,176,ADH5,349,103,7.8,1.8,1.8,0,0,yes,2,1,1
255,134,ADPRH,167,423,8.2,-1.3,1.3,0,0,yes,2,1,1
256,123,ADPRHL1,24,50,5.2,-1.1,1.1,0,0.01,yes,2,1,1
308,164,AGTPBP1,105,33,6.1,1.6,1.6,0,0,yes,2,1,1
309,232,AGTR2,40,132,6.4,-1.7,1.7,0,0.01,yes,2,1,1
314,125,AHCY,44,105,6.2,-1.2,1.2,0,0,yes,2,1,1
317,186,AHDC1,6,23,3.9,-1.9,1.9,0,0.01,yes,1,1,1
323,118,AHSA2P,3176,1406,11.2,1.2,1.2,0,0,yes,2,1,1
330,401,AIFM3,5,47,4.7,-3.1,3.1,0,0.01,yes,1,1,1
337,126,AK1,33,78,5.8,-1.3,1.3,0,0.01,yes,2,1,1
369,105,ALAS1,26,53,5.3,-1.1,1.1,0,0.01,yes,2,1,1
377,137,ALDH5A1,63,24,5.4,1.4,1.4,0,0.01,yes,2,1,1
403,190,ALOX5,13,49,5,-1.9,1.9,0,0,yes,2,1,1
405,176,ALPK1,85,28,5.8,1.6,1.6,0,0.02,yes,2,1,1
430,131,AMN1,1270,2811,11,-1.1,1.1,0,0,yes,2,1,1
451,205,ANGPT1,5,18,3.5,-2,2,0,0,yes,1,1,1
460,149,ANHX,8,23,4,-1.5,1.5,0,0.01,yes,1,1,1
491,401,ANKRD31,6,19,3.6,-1.6,1.6,0,0.01,yes,1,1,1
501,183,ANKRD50,76,21,5.6,1.8,1.8,0,0,yes,2,1,1
518,189,ANO4,10,3,2.7,1.7,1.7,0,0.02,yes,1,1,1
532,734,ANXA10,57,420,7.9,-2.9,2.9,0,0.03,yes,2,1,1
536,113,ANXA4,5120,2455,11.9,1.1,1.1,0,0,yes,2,1,1
539,148,ANXA7,79,28,5.7,1.5,1.5,0,0,yes,2,1,1
580,114,APIP,433,953,9.4,-1.1,1.1,0,0,yes,2,1,1
583,261,APMAP,16,41,4.8,-1.4,1.4,0,0.02,yes,2,1,1
588,181,APOLD1,80,26,5.7,1.6,1.6,0,0,yes,2,1,1
590,140,APOOL,152,57,6.7,1.4,1.4,0,0,yes,2,1,1
614,121,ARF3,45,99,6.2,-1.2,1.2,0,0.03,yes,2,1,1
659,152,ARHGDIG,27,55,5.4,-1,1,0,0.03,yes,2,1,1
660,180,ARHGEF10,57,16,5.2,1.8,1.8,0,0,yes,2,1,1
663,146,ARHGEF16,6,17,3.5,-1.5,1.5,0,0.03,yes,1,1,1
672,302,ARHGEF38,79,10,5.5,3,3,0,0,yes,2,1,1
673,133,ARHGEF39,5164,2056,11.8,1.3,1.3,0,0,yes,2,1,1
678,115,ARHGEF9,96,45,6.1,1.1,1.1,0.01,0.05,yes,2,1,1
730,119,ARPC4,1832,4167,11.6,-1.2,1.2,0,0,yes,2,1,1
735,123,ARRDC1,40,81,5.9,-1,1,0,0.01,yes,2,1,1
771,116,ASCC3,497,222,8.5,1.2,1.2,0,0,yes,2,1,1
782,148,ASMT,38,107,6.2,-1.5,1.5,0,0,yes,2,1,1
823,108,ATG4C,1307,618,9.9,1.1,1.1,0,0,yes,2,1,1
835,201,ATP10A,15,43,4.9,-1.6,1.6,0,0.01,yes,2,1,1
846,151,ATP1A1,225,563,8.6,-1.3,1.3,0,0,yes,2,1,1
855,149,ATP2B4,310,684,9,-1.1,1.1,0,0.03,yes,2,1,1
920,138,AUH,26,52,5.3,-1,1,0,0.01,yes,2,1,1
934,169,B3GALNT1,23,63,5.4,-1.5,1.5,0,0,yes,2,1,1
944,180,B3GNT5,345,99,7.8,1.8,1.8,0,0,yes,2,1,1
950,174,B4GALT1,110,307,7.7,-1.5,1.5,0,0,yes,2,1,1
954,143,B4GALT5,32,86,5.9,-1.4,1.4,0,0.01,yes,2,1,1
957,189,B9D1,3,13,3,-1.9,1.9,0,0.01,yes,1,1,1
974,220,BAK1,8,24,4,-1.5,1.5,0,0.03,yes,1,1,1
975,163,BAMBI,2380,767,10.6,1.6,1.6,0,0,yes,2,1,1
977,258,BANK1,65,189,7,-1.5,1.5,0,0.02,yes,2,1,1
984,152,BASP1,240,689,8.9,-1.5,1.5,0,0,yes,2,1,1
991,412,BBOX1,29,2,4,4.1,4.1,0,0,yes,1,1,1
1001,269,BCAR1,225,75,7.2,1.6,1.6,0,0,yes,2,1,1
1002,207,BCAR3,38,9,4.6,2.1,2.1,0,0,yes,1,1,1
1007,143,BCCIP,83,186,7.1,-1.2,1.2,0,0,yes,2,1,1
1027,374,BCO2,59,10,5.1,2.5,2.5,0,0,yes,2,1,1
1073,161,BLNK,48,137,6.5,-1.5,1.5,0,0.02,yes,2,1,1
1112,135,BORCS7,57,147,6.7,-1.3,1.3,0,0,yes,2,1,1
1114,133,BPGM,162,79,6.9,1,1,0,0.02,yes,2,1,1
1124,194,BRCA1,1753,624,10.2,1.5,1.5,0,0,yes,2,1,1
1143,129,BRMS1L,1383,625,10,1.1,1.1,0,0,yes,2,1,1
1206,168,C2CD3,987,307,9.3,1.7,1.7,0,0,yes,2,1,1
1216,208,C9orf72,276,1061,9.4,-1.9,1.9,0,0,yes,2,1,1
1230,160,CABLES1,3,11,2.8,-1.6,1.6,0,0.01,yes,1,1,1
1285,129,CAMK2D,87,175,7,-1,1,0,0.01,yes,2,1,1
1289,152,CAMKK2,82,195,7.1,-1.3,1.3,0,0.01,yes,2,1,1
1357,236,CAVIN2,31,67,5.6,-1.1,1.1,0,0.01,yes,2,1,1
1379,111,CC2D1B,1794,831,10.4,1.1,1.1,0,0,yes,2,1,1
1383,115,CCDC102A,8,19,3.8,-1.2,1.2,0.01,0.05,yes,1,1,1
1394,175,CCDC126,1428,473,9.9,1.6,1.6,0,0,yes,2,1,1
1404,310,CCDC15,17,38,4.8,-1.2,1.2,0,0.03,yes,2,1,1
1406,170,CCDC157,434,201,8.3,1.1,1.1,0,0.01,yes,2,1,1
1424,137,CCDC27,14,6,3.3,1.3,1.3,0.01,0.05,yes,1,1,1
1438,208,CCDC57,302,72,7.5,2.1,2.1,0,0,yes,2,1,1
1446,428,CCDC66,14,277,7.2,-4.3,4.3,0,0,yes,2,1,1
1447,153,CCDC69,24,61,5.4,-1.4,1.4,0.01,0.04,yes,2,1,1
1455,164,CCDC84,1035,413,9.5,1.3,1.3,0,0,yes,2,1,1
1478,175,CCNA2,7,21,3.8,-1.6,1.6,0.01,0.05,yes,1,1,1
1489,276,CCNG1,3761,554,11.1,2.8,2.8,0,0,yes,2,1,1
1509,167,CCSER2,19,44,5,-1.2,1.2,0.01,0.04,yes,2,1,1
1514,127,CCT6A,2149,894,10.6,1.3,1.3,0,0,yes,2,1,1
1519,280,CD109,4,32,4.2,-2.8,2.8,0,0,yes,1,1,1
1521,103,CD151,558,1139,9.7,-1,1,0,0,yes,2,1,1
1528,103,CD28,35,72,5.7,-1,1,0.01,0.04,yes,2,1,1
1532,128,CD4,60,142,6.7,-1.2,1.2,0.01,0.04,yes,2,1,1
1533,153,CD40,49,114,6.3,-1.2,1.2,0,0.02,yes,2,1,1
1537,107,CD48,298,625,8.9,-1.1,1.1,0,0,yes,2,1,1
1542,283,CD79B,91,391,7.9,-2.1,2.1,0,0.01,yes,2,1,1
1545,235,CD82,155,648,8.6,-2.1,2.1,0,0,yes,2,1,1
1550,161,CD96,33,69,5.7,-1.1,1.1,0.01,0.04,yes,2,1,1
1557,143,CDC14B,5251,1956,11.8,1.4,1.4,0,0,yes,2,1,1
1561,134,CDC23,20,52,5.2,-1.3,1.3,0,0.01,yes,2,1,1
1582,202,CDCA7,11,40,4.7,-1.9,1.9,0,0,yes,2,1,1
1606,121,CDHR5,6,13,3.2,-1.2,1.2,0.01,0.04,yes,1,1,1
1621,104,CDK5RAP2,895,436,9.4,1,1,0,0,yes,2,1,1
1634,328,CDKN3,1,12,2.7,-3.2,3.2,0,0.02,yes,1,1,1
1687,104,CEP164,30,15,4.5,1,1,0,0.03,yes,2,1,1
1706,152,CEP83,15,37,4.7,-1.3,1.3,0,0.03,yes,2,1,1
1720,183,CERS5,685,192,8.8,1.8,1.8,0,0,yes,2,1,1
1752,218,CFD,90,406,8,-2.2,2.2,0,0,yes,2,1,1
1754,235,CFH,5,21,3.7,-2.2,2.2,0,0.03,yes,1,1,1
1787,101,CHEK1,54,27,5.3,1,1,0,0.03,yes,2,1,1
1810,109,CHORDC1,3698,1741,11.4,1.1,1.1,0,0.03,yes,2,1,1
1839,161,CHST12,13,41,4.8,-1.6,1.6,0,0.01,yes,2,1,1
1844,125,CHST3,10,22,4,-1.1,1.1,0.01,0.04,yes,2,1,1
1851,113,CHTF8,10,22,4,-1.1,1.1,0,0.03,yes,2,1,1
1861,119,CIDEA,141,321,7.9,-1.2,1.2,0,0,yes,2,1,1
1885,104,CLASP2,1189,580,9.8,1,1,0,0,yes,2,1,1
1925,110,CLN6,15,33,4.6,-1.1,1.1,0.01,0.04,yes,2,1,1
1948,142,CLUH,6739,2526,12.2,1.4,1.4,0,0,yes,2,1,1
1954,400,CMBL,9561,597,12.3,4,4,0,0,yes,2,1,1
1985,102,CNN2,409,829,9.3,-1,1,0,0,yes,2,1,1
1988,161,CNNM2,255,84,7.4,1.6,1.6,0,0,yes,2,1,1
2000,155,CNP,106,263,7.5,-1.3,1.3,0,0.02,yes,2,1,1
2022,192,COBL,15,50,5,-1.8,1.8,0,0.03,yes,2,1,1
2064,337,COL6A6,93,9,5.7,3.4,3.4,0,0,yes,1,1,1
2131,136,CPEB3,303,122,7.7,1.3,1.3,0,0,yes,2,1,1
2138,189,CPM,174,645,8.7,-1.9,1.9,0,0,yes,2,1,1
2140,420,CPN2,690,84,8.6,3,3,0,0,yes,2,1,1
2149,426,CPO,1,15,3,-4.3,4.3,0,0,yes,1,1,1
2169,110,CRADD,20,43,5,-1.1,1.1,0,0.01,yes,2,1,1
2180,107,CREB3L3,19,39,4.9,-1,1,0.01,0.04,yes,2,1,1
2196,153,CRISPLD2,71,175,6.9,-1.3,1.3,0,0.01,yes,2,1,1
2224,113,CRYL1,143,65,6.7,1.1,1.1,0,0,yes,2,1,1
2236,161,CSF3R,451,1081,9.6,-1.3,1.3,0.01,0.04,yes,2,1,1
2258,120,CST7,472,1085,9.6,-1.2,1.2,0,0,yes,2,1,1
2264,147,CTBS,50,115,6.4,-1.2,1.2,0,0.01,yes,2,1,1
2265,152,CTC1,9,26,4.1,-1.5,1.5,0,0.02,yes,1,1,1
2293,111,CTSD,30143,63220,15.5,-1.1,1.1,0,0,yes,2,1,1
2307,172,CUEDC1,28,91,5.9,-1.7,1.7,0,0,yes,2,1,1
2322,157,CUNH11orf49,4,10,2.8,-1.4,1.4,0,0.02,yes,1,1,1
2330,119,CUNH12orf10,13,31,4.5,-1.2,1.2,0.01,0.04,yes,2,1,1
2356,173,CUNH17orf58,20,7,3.8,1.5,1.5,0,0.02,yes,1,1,1
2364,138,CUNH19orf12,292,112,7.7,1.4,1.4,0,0.02,yes,2,1,1
2382,205,CUNH1orf74,77,218,7.2,-1.5,1.5,0,0,yes,2,1,1
2383,405,CUNH20orf194,10,38,4.6,-1.9,1.9,0,0.02,yes,2,1,1
2384,148,CUNH20orf204,19,52,5.1,-1.5,1.5,0,0,yes,2,1,1
2390,126,CUNH22orf15,37,16,4.7,1.3,1.3,0,0,yes,2,1,1
2397,148,CUNH2orf76,42,117,6.3,-1.5,1.5,0,0,yes,2,1,1
2417,140,CUNH5orf51,282,646,8.9,-1.2,1.2,0,0,yes,2,1,1
2429,133,CUNH8orf37,27,67,5.6,-1.3,1.3,0,0,yes,2,1,1
2434,114,CUNH9orf16,32,65,5.6,-1,1,0,0.02,yes,2,1,1
2458,154,CYFIP2,205,550,8.6,-1.4,1.4,0,0.01,yes,2,1,1
2493,119,DAPP1,72,153,6.8,-1.1,1.1,0,0.01,yes,2,1,1
2504,422,DBNDD2,140,8,6.2,4.2,4.2,0,0,yes,1,1,1
2506,107,DBR1,1437,687,10.1,1.1,1.1,0,0,yes,2,1,1
2507,240,DBT,3,17,3.3,-2.4,2.4,0,0,yes,1,1,1
2515,117,DCAF4,185,416,8.2,-1.2,1.2,0,0,yes,2,1,1
2523,638,DCDC2,43,1,4.5,6.4,6.4,0,0,yes,1,1,1
2535,506,DCP1B,11,373,7.6,-5.1,5.1,0,0,yes,2,1,1
2547,192,DCTN6,221,81,7.2,1.4,1.4,0,0,yes,2,1,1
2569,241,DDX11,824,155,8.9,2.4,2.4,0,0,yes,2,1,1
2601,167,DEK,2343,902,10.7,1.4,1.4,0,0,yes,2,1,1
2610,101,DENND2D,71,144,6.7,-1,1,0,0,yes,2,1,1
2614,258,DENND4C,497,83,8.2,2.6,2.6,0,0,yes,2,1,1
2621,283,DEPDC1B,23,4,3.8,2.4,2.4,0,0,yes,1,1,1
2649,109,DHCR24,25,52,5.3,-1.1,1.1,0,0.02,yes,2,1,1
2650,295,DHCR7,86,15,5.7,2.6,2.6,0,0,yes,2,1,1
2653,225,DHH,100,38,6.1,1.4,1.4,0,0,yes,2,1,1
2663,129,DHRSX,11,27,4.2,-1.3,1.3,0,0.01,yes,2,1,1
2694,106,DIPK2A,52,25,5.3,1.1,1.1,0,0.01,yes,2,1,1
2721,258,DLGAP3,34,15,4.6,1.2,1.2,0.01,0.04,yes,2,1,1
2753,105,DNAH17,2366,1145,10.8,1,1,0,0.02,yes,2,1,1
2770,132,DNAJB5,380,152,8.1,1.3,1.3,0,0.02,yes,2,1,1
2775,126,DNAJC10,64,131,6.6,-1,1,0,0,yes,2,1,1
2799,140,DNASE2B,178,359,8.1,-1,1,0,0.02,yes,2,1,1
2803,147,DNM1,148,56,6.7,1.4,1.4,0,0.03,yes,2,1,1
2825,112,DOK1,119,251,7.5,-1.1,1.1,0,0.03,yes,2,1,1
2828,220,DOK5,7,24,4,-1.8,1.8,0,0.01,yes,1,1,1
2851,130,DPP4,9,22,4,-1.3,1.3,0.01,0.04,yes,1,1,1
2885,338,DSCC1,22,223,6.9,-3.4,3.4,0,0,yes,2,1,1
2895,144,DTD2,35,88,5.9,-1.4,1.4,0,0.02,yes,2,1,1
2906,184,DTX4,32,65,5.6,-1.1,1.1,0,0.02,yes,2,1,1
2917,495,DUSP14,9,277,7.2,-5,5,0,0,yes,1,1,1
2918,310,DUSP15,17,57,5.2,-1.8,1.8,0,0.03,yes,2,1,1
2922,133,DUSP23,35,14,4.6,1.3,1.3,0,0.03,yes,2,1,1
2966,157,EBAG9,153,388,8.1,-1.3,1.3,0,0,yes,2,1,1
2967,246,EBF1,8,28,4.2,-1.7,1.7,0.01,0.04,yes,1,1,1
2976,220,ECHDC3,793,198,9,2,2,0,0,yes,2,1,1
2985,400,EDA,19,297,7.3,-4,4,0,0,yes,2,1,1
3016,249,EEPD1,20,104,6,-2.4,2.4,0,0,yes,2,1,1
3025,262,EFHB,37,14,4.7,1.4,1.4,0,0.02,yes,2,1,1
3044,114,EGLN3,42,92,6.1,-1.1,1.1,0,0.01,yes,2,1,1
3061,106,EIF2AK4,783,376,9.2,1.1,1.1,0,0,yes,2,1,1
3124,171,ELOVL5,2335,715,10.6,1.7,1.7,0,0,yes,2,1,1
3135,103,EMC2,95,47,6.1,1,1,0,0,yes,2,1,1
3146,129,EML4,250,102,7.5,1.3,1.3,0,0,yes,2,1,1
3150,253,EMP2,9,39,4.6,-2.1,2.1,0,0,yes,1,1,1
3154,124,ENAH,314,133,7.8,1.2,1.2,0,0,yes,2,1,1
3159,147,ENDOV,53,124,6.5,-1.2,1.2,0,0.01,yes,2,1,1
3163,104,ENKD1,242,499,8.5,-1,1,0,0,yes,2,1,1
3166,194,ENO2,103,43,6.2,1.2,1.2,0,0.02,yes,2,1,1
3168,228,ENOPH1,2139,441,10.3,2.3,2.3,0,0,yes,2,1,1
3176,225,ENPP5,1037,219,9.3,2.2,2.2,0,0,yes,2,1,1
3199,199,EPB41L5,100,399,8,-2,2,0,0,yes,2,1,1
3213,151,EPHB1,16,45,4.9,-1.5,1.5,0,0.01,yes,2,1,1
3230,128,ERBB2,19,45,5,-1.2,1.2,0.01,0.04,yes,2,1,1
3237,100,ERCC5,834,416,9.3,1,1,0,0,yes,2,1,1
3271,245,ESD,1080,251,9.4,2.1,2.1,0,0,yes,2,1,1
3288,155,ETFBKMT,756,2216,10.5,-1.6,1.6,0,0,yes,2,1,1
3300,270,ETV7,54,160,6.7,-1.6,1.6,0,0.01,yes,2,1,1
3308,122,EVL,183,372,8.1,-1,1,0,0.03,yes,2,1,1
3314,205,EXO1,4,14,3.2,-1.7,1.7,0.01,0.04,yes,1,1,1
3332,165,EXOSC7,7,20,3.8,-1.4,1.4,0,0.03,yes,1,1,1
3363,237,FAAP20,2,11,2.7,-2.4,2.4,0,0,yes,1,1,1
3364,165,FAAP24,11,35,4.5,-1.6,1.6,0,0,yes,2,1,1
3367,166,FABP3,82,180,7,-1.1,1.1,0,0.03,yes,2,1,1
3376,127,FAIM,135,56,6.6,1.3,1.3,0,0,yes,2,1,1
3385,184,FAM114A1,8,22,3.9,-1.5,1.5,0,0,yes,1,1,1
3399,193,FAM135A,436,114,8.1,1.9,1.9,0,0,yes,2,1,1
3401,243,FAM13A,630,117,8.5,2.4,2.4,0,0,yes,2,1,1
3405,143,FAM149B1,16,43,4.9,-1.4,1.4,0,0,yes,2,1,1
3413,138,FAM161B,1096,511,9.7,1.1,1.1,0,0,yes,2,1,1
3422,585,FAM169A,4,248,7,-5.8,5.8,0,0,yes,1,1,1
3430,203,FAM180B,16,4,3.3,2,2,0,0.03,yes,1,1,1
3437,199,FAM189A2,10,2,2.6,2,2,0,0.01,yes,1,1,1
3450,178,FAM217B,16,51,5.1,-1.7,1.7,0,0,yes,2,1,1
3452,148,FAM219B,85,240,7.3,-1.5,1.5,0,0,yes,2,1,1
3454,731,FAM222A,110,4,5.8,4.8,4.8,0,0,yes,1,1,1
3492,106,FANCD2,251,121,7.5,1.1,1.1,0,0,yes,2,1,1
3514,217,FAXC,6,17,3.5,-1.4,1.4,0.01,0.05,yes,1,1,1
3536,168,FBXL22,13,4,3.1,1.7,1.7,0,0.01,yes,1,1,1
3564,105,FBXO48,223,109,7.4,1,1,0,0,yes,2,1,1
3571,218,FBXW4,1652,447,10,1.9,1.9,0,0,yes,2,1,1
3578,167,FCHSD2,6,18,3.6,-1.7,1.7,0,0,yes,1,1,1
3581,299,FDFT1,1870,322,10.1,2.5,2.5,0,0,yes,2,1,1
3590,109,FEN1,58,124,6.5,-1.1,1.1,0,0,yes,2,1,1
3596,137,FES,1580,4087,11.5,-1.4,1.4,0,0,yes,2,1,1
