Order,Page ,Date ,Location,Species,Band#,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,POX
1,1,21-Jan-19,CDRS,FOR,SM1001,0,,U,0,,10.8,9.7,8.5,18.8,65,15.8,U
2,1,21-Jan-19,CDRS,CRA,SM1002,0,,U,0,,9.3,11.1,9.2,24.4,82,29.8,U
3,1,21-Jan-19,CDRS,CRA,SM1003,0,,F,0,,9.4,11.1,8.7,25,78.5,22.9,U
4,1,22-Jan-19,CDRS,FOR,JP4522,1,RSGG,M,1,,11.9,10.5,8.7,19.5,66,17.7,U
5,1,22-Jan-19,CDRS,FOR,SM1004,0,,U,1,,11.6,9.2,8.4,18.9,65,17.9,U
6,1,22-Jan-19,CDRS,FUL,SM001,0,,U,0,,8,7.1,7,19.9,58.5,13.1,U
7,1,22-Jan-19,CDRS,FUL,SM002,0,,U,0,,8.7,7.2,6.7,17.4,60,13.5,I
8,1,22-Jan-19,CDRS,FUL,SM003,0,,M,4,,7.6,7.2,7.4,17.4,63.4,14.3,U
9,1,22-Jan-19,CDRS,FUL,SM004,0,,M,5,,8.5,7.8,7.1,18.8,64,19.4,U
10,1,22-Jan-19,CDRS,FOR,SM1005,0,,U,0,,11.5,12.1,9.6,21,66.5,19.2,U
11,1,22-Jan-19,CDRS,FUL,SM005,0,,U,0,,7.7,7.1,6.8,17,58,12.2,U
12,1,22-Jan-19,CDRS,FOR,SM1006,0,,U,1,,12.7,13.7,11.4,22.3,72,27.6,I
13,2,22-Jan-19,CDRS,FOR,SM1007,0,,M,1,,9.5,8.4,7.9,21.4,63,15.9,U
14,2,22-Jan-19,CDRS,CRA,SM1008,0,,M,5,,10.5,11.7,9.5,24.3,75,29.4,U
15,2,22-Jan-19,CDRS,FOR,SM1009,0,,U,0,,10.7,11,8.7,20.1,67.5,18.7,U
16,2,22-Jan-19,CDRS,FUL,SM006,0,,M,2,,8,7.5,7.2,17.8,61.5,13.7,U
17,2,22-Jan-19,CDRS,FOR,SM1010,0,,U,0,,13.4,13.4,12,24.6,73,26.4,U
18,2,22-Jan-19,CDRS,FOR,SM1011,0,,U,0,,13,13,11.3,22,71.5,24.5,U
19,2,22-Jan-19,CDRS,FOR,SM1012,0,,U,1,,12.2,12,10.1,22,65,21.8,U
20,2,22-Jan-19,CDRS,FOR,SM1013,0,,U,0,,10.6,10,8,19.3,64,18.2,U/I
21,2,22-Jan-19,CDRS,CRA,JP5410,1,,M,5,,11.1,12,10,24.9,82,30.4,U
22,2,22-Jan-19,CDRS,CRA,SM1014,0,,M,5,,11.3,11.9,9.5,28,84,31.4,U
23,2,22-Jan-19,CDRS,FUL,SM007,0,,F,0,bp,6.4,8.5,6.4,17.2,57,11.7,U
24,2,22-Jan-19,CDRS,CRA,SM1015,0,,M,5,,10.05,10.16,9.9,24.3,81,28.3,R
25,3,24-Jan-19,EG,CRA,SM1016,0,,F,0,BP,9.1,10.65,9.2,15.75,82,30.4,U
26,3,24-Jan-19,EG,FOR,C036956,1,OSOW,M,5,,11.6,11.3,10.05,21.4,72,21.8,U
27,3,24-Jan-19,EG,CRA,SM1017,0,,F,0,,9.35,11.1,8.95,24.9,81,31.2,U
28,3,24-Jan-19,EG,FOR,SM1018,0,,M,2,,10.3,10.5,8.95,19.6,65,17.8,U
29,3,24-Jan-19,EG,FOR,SM1019,0,,U,0,,12.6,11.8,10.5,21.75,72,23.2,U
30,3,24-Jan-19,EG,FOR,SM1020,0,,M,5,,10.95,10.6,9.5,19.6,68,17.9,U
31,3,24-Jan-19,EG,CRA,SM1021,0,,M,5,,10.1,10.8,9.95,26.9,85,29.2,U
32,3,24-Jan-19,EG,FOR,SM1022,0,,U,0,,11.15,10.3,8.6,19.9,65.5,,I
33,3,24-Jan-19,EG,PAR,SM008,0,,U,0,,6.95,6.6,6.15,17.9,58,14.2,U
34,3,24-Jan-19,EG,FOR,SM1023,0,,U,0,,11.4,11.1,9.2,20.75,75,19.9,U
35,3,24-Jan-19,EG,CRA,SM1024,0,,M,5,,9.5,11.45,9.98,26.1,82,32.4,R
36,3,25-Jan-19,EG,GAMO,DC724,1,BlSYBk,M,,,14.5,,,33.9,110,48.7,U
37,4,25-Jan-19,EG,FOR,SM1025,0,,M,1,,12,11.8,9.6,20.5,72,20.9,U
38,4,25-Jan-19,EG,FOR,SM1026,0,,U,3,,11.4,9.4,8.3,18.6,65.5,17.6,I
39,4,25-Jan-19,EG,FOR,SM1027,0,,M,3,,11.4,10.45,8.7,21.4,67,17.7,U
40,4,25-Jan-19,EG,FUL,SM009,0,,M,5,,7.75,7.3,16.6,18.9,60,13.5,U
41,4,25-Jan-19,EG,FUL,SM010,0,,M,0,,8.55,7.05,6.5,19.15,60.5,14.9,U
42,4,25-Jan-19,EG,FUL,SM011,0,,M,0,,7.85,7.6,6.2,17.6,60.5,12.6,U
43,4,25-Jan-19,EG,FUL,SM012,0,,U,0,,8.6,7.5,6.7,17.2,58.5,13.5,U
44,4,25-Jan-19,EG,FUL,SM013,0,,U,0,,8.05,7,6.4,17.85,59,14.8,U
45,4,25-Jan-19,EG,GAMO,DC752,0,SGOBk,F,0,,14.1,,,33.6,101,52.8,U
46,4,25-Jan-19,EG,GAMO,DC731,1,RSBkBl,M,0,,15.7,,,36.8,108,50.4,R
47,4,25-Jan-19,EG,FUL,SM015,0,,F,0,,8.8,7.1,6.7,17.1,60,16.2,U
48,4,25-Jan-19,EG,FOR,SM1028,0,,U,0,,10,8.15,7.8,19.5,63.5,16.1,U
49,5,25-Jan-19,EG,GAMO,DC756,0,SYBlBL,M,,,14.3,,,33.4,109,46.4,U
50,5,25-Jan-19,EG,FOR,SM1029,0,,U,0,,11.9,11.95,9.8,18.8,70,20.3,U
51,5,25-Jan-19,EG,GAMO,DC754,0,GyYSY,F,,,14.55,,,31.1,99,50.1,U
52,5,25-Jan-19,EG,FOR,JP5639,1,,M,5,,11.7,12,9.95,19.5,70,22.3,R
53,5,25-Jan-19,EG,FUL,SM014,0,,M,2,,7.05,7.2,6.4,18.5,61,14.6,U
54,5,26-Jan-19,CDRS,FOR,SM1030,0,,U,0,,10.9,10.9,8.75,20.05,66.5,17.3,U
55,5,26-Jan-19,CDRS,GAMO,DC753,0,SRR,U,,,14.3,,,33.1,109,46.8,U
56,5,26-Jan-19,CDRS,FOR,SM1031,0,,F,0,,10.25,9.6,8.25,20.1,65,19.5,U
57,5,26-Jan-19,CDRS,CRA,SM1032,0,,F,0,,10.2,10.55,9,25.5,78,31.8,R
58,5,26-Jan-19,CDRS,CRA,SM1033,0,,M,5,,9.85,11.4,9.25,27.9,86,29.5,I
59,5,26-Jan-19,CDRS,CRA,SM1034,0,,M,5,,10.6,11.6,9.75,23.85,81,28.8,U
60,5,26-Jan-19,CDRS,FOR,SM1035,0,,M,3,,12.55,13.3,11.1,22.6,74,24.8,U
61,6,26-Jan-19,CDRS,CRA,SM1036,0,,F,0,bp,9.8,11,9.2,24.45,76,29.9,R
62,6,26-Jan-19,CDRS,CRA,SM1037,0,,F,0,bp,9.55,11.1,9.05,26.61,76.5,26.9,U
63,6,26-Jan-19,CDRS,FOR,SM1038,0,,U,1,,10.6,10.75,8.95,19.2,63,17.7,U
64,6,26-Jan-19,CDRS,CRA,SM1039,0,,F,0,bp,9.85,11.05,9.1,25.3,80,31.1,U
65,6,26-Jan-19,CDRS,CRA,SM1040,0,,F,0,bp,9.9,11.2,9.15,25.7,80,26.7,I
66,6,26-Jan-19,CDRS,CRA,SM1041,0,,F,0,bp,10.3,11,9.6,25,77,35,U
67,6,26-Jan-19,CDRS,FOR,SM1042,0,,U,0,,11.15,10.85,8.95,20.9,65.5,19.8,U
68,6,26-Jan-19,CDRS,CRA,SM1043,0,,M,5,,10,11.6,9.7,26.7,85,22.6,U
69,6,26-Jan-19,CDRS,GAMO,DC757,0,S-WW,F,,bp,14.1,,,31.4,103,48,U
70,6,26-Jan-19,CDRS,CRA,SM1044,0,,M,3,,10.4,11.6,9.6,25.7,80,31,U
71,6,26-Jan-19,CDRS,FOR,SH048,1,,M,5,,13.1,14.1,11.25,21.55,75,26.7,I-R
72,6,26-Jan-19,CDRS,CRA,SM1045,0,,F,0,bp,10,10.95,9.15,24.65,79,34.3,U
73,7,26-Jan-19,CDRS,CRA,SM1046,0,,M,3,,10.4,11.25,9.4,27.7,79.5,30.9,R
74,7,26-Jan-19,CDRS,FOR,SM1047,0,,M,3,,11.3,11.7,9.2,20.2,65.5,21.3,I
75,7,26-Jan-19,CDRS,CRA,SM1048,0,,M,5,,10.3,10.4,9.4,26.7,80,29.1,R
76,7,26-Jan-19,CDRS,CRA,SM1049,0,,F,0,bp,9.95,11.1,9.55,24.8,81,22.2,U
77,7,28-Jan-19,CDRS,FUL,SM016,0,,M,5,,8.5,7.5,7.15,18.9,64,16.8,U
78,7,28-Jan-19,CDRS,FOR,SM1050,0,,M,3,,10.3,10.45,8.1,19.8,66.5,17.1,U
79,7,28-Jan-19,CDRS,FUL,LF5852,1,,F,0,bp,8.45,7.3,6.7,18.9,61,15.3,U
80,7,28-Jan-19,CDRS,CRA,SM1051,0,,F,0,bp,9.5,10.6,8.95,24.5,78,36.2,U
81,7,28-Jan-19,CDRS,CRA,RHC544,1,,M,5,,10.5,12,9.75,26.3,81,32.1,R
82,7,28-Jan-19,CDRS,CRA,SM1052,0,,U,0,,10,10.8,9.25,24.4,80.5,22.6,U
83,7,28-Jan-19,CDRS,FOR,SM1053,0,,F,0,,11.85,10.6,9.15,19.05,66,22.5,R
84,7,28-Jan-19,CDRS,CRA,RHC001,1,,M,5,,10.1,11.2,9.4,23.6,78.5,29.4,U
85,8,28-Jan-19,CDRS,FUL,SM017,0,,M,4,,8.6,7.6,7.05,18.05,67,15.1,U
86,8,28-Jan-19,CDRS,CRA,SM1054,0,,F,0,bp,10.25,11.05,10.2,25.25,81.5,36.6,U
87,8,28-Jan-19,CDRS,CRA,SM1055,0,,F,0,bp,10.05,11.1,9.45,25,82,28.8,U
88,8,28-Jan-19,CDRS,CRA,SM1056,0,,M,5,,10.05,11.8,9.15,25.05,83,29,U
89,8,28-Jan-19,CDRS,CRA,SM1057,0,,F,0,bp,11,11.2,9.1,23.6,77.5,22.2,U
90,8,28-Jan-19,CDRS,CRA,SM1058,0,,F,0,bp,10.05,10.85,9.25,24.85,80,30,U
91,8,28-Jan-19,CDRS,CRA,SM1059,0,,M,5,,10.55,11.35,8.55,26.65,81,26.7,U
92,8,28-Jan-19,CDRS,FUL,SM018,0,,M,4,,8.3,7.15,6.7,19.15,62,14.4,U
93,8,28-Jan-19,CDRS,CRA,SM1060,0,,M,5,,9.6,11.55,9.85,26,83.5,27.9,R
94,8,28-Jan-19,CDRS,CRA,SM1061,0,,M,5,,10.55,11.45,9.8,24.55,78.5,29.3,U
95,8,28-Jan-19,CDRS,CRA,SM1062,0,,M,5,,10.3,11.5,9.35,26.25,83,30.3,I
96,8,28-Jan-19,CDRS,PAR,JP9655,1,,U,0,,7.7,7.2,6.65,19.7,62.5,13,U
97,9,28-Jan-19,CDRS,MAG,SM1063,0,,F,0,BP,14.9,15.9,13.15,21.6,74,30.4,U
98,9,28-Jan-19,CDRS,FOR,SM1064,0,,M,5,,11.1,12.6,10.9,19.7,69.5,21.5,R
99,9,28-Jan-19,CDRS,FOR,C036956,1,OSOW,M,5,,11.9,11.35,9.7,20.65,71,21.6,U
100,9,29-Jan-19,CDRS,GAMO,DC758,,OOS,F,0,BP,14.1,,,33.45,102,42.3,R
101,9,29-Jan-19,CDRS,CRA,SM1065,0,,F,0,BP,10.05,11,8.7,23.6,79,29.9,I
102,9,29-Jan-19,CDRS,CRA,RHC138,1,,F,0,BP,10.45,10.9,8.95,26.65,80,29.5,U
103,9,29-Jan-19,CDRS,FOR,SM1066,0,,F,0,BP,11.6,12.15,10,19.1,69,24.9,U
104,9,29-Jan-19,CDRS,FOR,SM1067,0,,U,0,,10.7,9.9,8.75,19.65,68,20.2,U
105,9,29-Jan-19,CDRS,FUL,SM019,0,,M,5,,8.3,7.05,6.4,7,63.25,13.9,R
106,9,29-Jan-19,CDRS,CRA,SM1068,0,,M,5,,10.05,11.55,9.6,25.5,80,31.9,U
107,9,29-Jan-19,CDRS,CRA,SM1069,0,,M,5,,10.2,11.8,9.8,26.9,82,31.2,U
108,9,29-Jan-19,CDRS,CRA,JP5436,1,,M,5,,10.7,11.5,9.65,25.9,85,31.4,I
109,10,29-Jan-19,CDRS,PAR,RHC507,1,,M,5,,7.6,7.2,7.15,18.3,63,11.4,U
110,10,29-Jan-19,CDRS,FUL,SH020,0,,F,0,BP,7.6,6.9,5.9,16.2,60,15.6,U
111,10,29-Jan-19,CDRS,FUL,SM021,0,,M,5,,7.4,7.75,6.15,18.2,61,15.4,U
112,10,29-Jan-19,CDRS,CRA,RH545,1,,M,5,,10.9,11.4,9.7,25.25,82,32.5,R
113,10,29-Jan-19,CDRS,FOR,SM1070,0,,F,0,BP,11,9.95,8.6,18.5,62.5,20.4,I
114,10,29-Jan-19,CDRS,FUL,SM022,0,,M,5,CP,7.6,7.55,6.75,19.01,61,13.2,U
115,10,29-Jan-19,CDRS,FOR,SM1071,0,,M,5,CP0,11.1,11.1,8.9,20.9,70,18.7,I
116,10,30-Jan-19,CDRS,CRA,PP1A418,1,,M,5,,10.2,11.3,9.7,25.1,80,30,U
117,10,30-Jan-19,CDRS,FOR,SM1072,0,,M,4,,12.9,13.2,10.9,21.65,72,25.2,U
118,10,30-Jan-19,CDRS,CRA,SM1073,0,,F,0,BP,9.45,11.35,9.2,24.1,81,30.5,U
119,10,30-Jan-19,CDRS,FUL,JH1-420,1,,F,0,BP,7.75,7.8,6.3,9.5,59.5,13.5,U
120,10,30-Jan-19,CDRS,CRA,SM1074,0,,M,5,CP,11.1,11.7,10.2,29.95,80,30.3,U
121,11,30-Jan-19,CDRS,FOR,SM1075,0,,M,3,,11.4,12.3,9.9,20.9,70.5,21.5,U
122,11,30-Jan-19,CDRS,FOR,JP4522,1,,M,0,BP,11.3,10.45,8.7,18.9,65,20,U
123,11,30-Jan-19,CDRS,FUL,SM023,0,,M,3,,8.2,7.1,6.7,7.75,63,12.8,U
124,11,30-Jan-19,CDRS,CRA,SM1076,0,,M,5,CP,10.7,12.05,10.2,25.7,82,28.2,R
125,11,30-Jan-19,CDRS,CRA,SM1077,0,,M,5,CP0,10.9,12,9.85,26.7,83,30,U
126,11,30-Jan-19,CDRS,FOR,SM1078,0,,M,5,CP,13.4,13.1,11.45,11.35,72,24.3,U
127,11,30-Jan-19,CDRS,CRA,SM1079,0,,M,5,CP,10.5,10.75,9.4,24.6,82,27.7,U
128,11,30-Jan-19,CDRS,CRA,SM1080,0,,F,0,BP,10.4,11.1,9.5,23.1,76,28.1,I
129,11,30-Jan-19,CDRS,FOR,SM1081,0,,U,0,BP0/CP0,11.7,11.15,9.55,19.2,65,19.4,U
130,11,30-Jan-19,CDRS,CRA,PP1A412,1,,M,5,,10.5,11.7,9.8,25,83.5,32.9,U
131,11,30-Jan-19,CDRS,MAG,JP4501,1,,F,0,BP,15.7,16.7,14.25,21.15,75.5,30.1,U
132,11,31-Jan-19,CDRS,CRA,SM1082,0,,M,5,CP,10.15,11.9,10.1,25.4,82.5,29.5,U
133,12,31-Jan-19,CDRS,FOR,SM1083,0,,M,4,,11.7,11.95,10,20.2,71,22.1,U
134,12,31-Jan-19,CDRS,FUL,SM024,0,,M,5,,7.35,6.8,6.6,18.2,63,14.4,U
135,12,31-Jan-19,CDRS,CRA,SM1084,0,,M,5,,9.2,12.1,9,25.1,83,27.3,U
136,12,31-Jan-19,CDRS,CRA,SM1085,0,,M,5,CP,9.95,11.2,9.2,24.4,82,29.8,U
137,12,31-Jan-19,CDRS,CRA,JP4098,1,,M,5,CP1,10.4,11.3,9.4,24.9,84,29.5,U
138,12,31-Jan-19,CDRS,FUL,SM025,0,,M,5,cp0,8.1,7.35,6.3,16.2,62,12.6,U
139,12,31-Jan-19,CDRS,FOR,SM1086,0,,U,0,,11.1,11.1,8.75,19,63,18.8,U
140,12,31-Jan-19,CDRS,CRA,SM1087,0,,F,0,BP,10.3,11.35,9.35,24.1,79,29.3,U
141,12,31-Jan-19,CDRS,CRA,SM1088,0,,M,5,CP,10.35,11.8,10.1,25.5,87,31,U
142,12,31-Jan-19,CDRS,FOR,SM1089,0,,M,5,,11.4,12.2,10.75,19.1,71,21,U
143,12,31-Jan-19,CDRS,CRA,SM1090,0,,F,0,BP,11,11.5,9.65,24,80.5,30.1,U
144,12,31-Jan-19,CDRS,CRA,SM1091,0,,M,5,,10.85,11.8,9.2,26.3,85,30.6,U
145,13,31-Jan-19,CDRS,FOR,SM1092,0,,F,0,BP,11.7,10.25,8.75,19.2,66,,R
146,13,31-Jan-19,CDRS,CRA,SM1093,0,,M,5,CP,10.45,12.05,9.8,23.2,82.5,30.7,U
147,13,31-Jan-19,CDRS,PAR,SM026,0,,F,0,BP,7.9,7,6.4,17.2,68.5,13,U
148,13,31-Jan-19,CDRS,FOR,SM1094,0,,M,0,CP1,11.7,12.4,10.2,20.8,74,23.4,U
149,13,31-Jan-19,CDRS,CRA,SM1095,0,,M,5,CP,10.15,11.4,9.55,23.9,84,30,U
150,13,1-Feb-19,EG,GAMO,DC759,0,,U,0,BP0/CP0,15.1,,,33.3,10.1,43.7,U
151,13,1-Feb-19,EG,GAMO,DC703,1,,M,,CP,15.1,,,34.8,11.2,50.3,I
152,13,1-Feb-19,EG,SCA,SH214,1,,M,5,CP1,13.95,9.6,8.1,20.5,72,22.5,U
153,13,1-Feb-19,EG,SCA,SM1096,0,,M,3,BP,12.2,10.2,8.9,19.8,71,22.3,U
154,13,1-Feb-19,EG,SCA,SM1097,0,,F,0,,15,8.85,7.6,19.5,61,20.3,U
155,13,1-Feb-19,EG,SCA,SH1517,1,,M,4,,13.8,9.9,8.3,19.6,70,22.2,U
156,13,1-Feb-19,EG,SCA,SM1098,0,,M,5,,14,9.2,8.2,18.5,70,20.6,U
157,14,1-Feb-19,EG,FUL,JP671,1,,M,5,,8.2,7.2,6.4,16.95,63,13.1,U
158,14,1-Feb-19,EG,FUL,SM027,0,,M,4,CP,8.2,7.4,6.6,19,61,14.7,U
159,14,1-Feb-19,EG,GAMO,DC760,0,,M,0,,16.85,,,34,105,45.3,U
160,14,1-Feb-19,EG,FOR,SM1099,0,,M,5,,11.3,11.85,9.3,18.65,71.5,20.9,U
161,14,1-Feb-19,EG,GAMO,DC761,0,,F,0,,15.3,,,33.05,100.5,45.5,R
162,14,1-Feb-19,EG,FUL,SM028,0,,F,0,BP,8.45,7.2,6.25,7.4,61.5,15.2,R
163,14,1-Feb-19,EG,FOR,SM1100,0,,U,0,BP0/CP0,10.7,11.65,10,19.85,68,20.3,U
164,14,4-Feb-19,CDRS,CRA,SM1101,0,,F,0,,10.6,11.15,8.6,24.9,81,29.2,U
165,14,4-Feb-19,CDRS,FOR,JP4483,1,,M,5,CP,11.7,11.7,9.2,20.6,72,20.5,U
166,14,4-Feb-19,CDRS,CRA,SM1102,0,,F,0,,12.25,11.8,9.3,24.15,75,30.1,U
167,14,4-Feb-19,CDRS,FOR,SM1103,0,,F,0,BP1,12.7,11.9,9.65,20.3,69,21.9,U
168,14,4-Feb-19,CDRS,GAMO,DC762,0,,U,0,,15.8,,,36,105,46.7,I
169,15,4-Feb-19,CDRS,CRA,SM1103,0,,M,5,,10.15,11.7,8.6,24.9,82,29.6,I-R
170,15,4-Feb-19,CDRS,CRA,SM1104,0,,M,5,,10.8,10.9,9.6,26.8,80.5,29.3,U
171,15,4-Feb-19,CDRS,CRA,SM1105,0,,M,5,CP,11.4,12.09,9.65,24,82,31,U
172,15,4-Feb-19,CDRS,CRA,SM1106,0,,M,1,,10.7,11.55,9.7,25.5,81.5,30.8,U
173,15,4-Feb-19,CDRS,CRA,SM1107,0,,M,5,CP,10.5,10.95,9.6,25.5,80,32.6,R
174,15,4-Feb-19,CDRS,CRA,JP4370,1,,M,5,,11.1,11.45,9.5,27.85,83,31.9,I
175,15,4-Feb-19,CDRS,CRA,SM1108,0,,M,5,,10.4,11.55,9.7,25.5,81.5,22,U
176,15,4-Feb-19,CDRS,CRA,SM1109,0,,M,2,,11.4,12.1,9.75,24.55,82,31.1,I
177,15,4-Feb-19,CDRS,FUL,SH029,0,,M,5,CP,7.6,8,6.2,16.1,58,14,U
178,15,4-Feb-19,CDRS,CRA,SM1110,0,,M,5,,10.5,11.8,9.95,25.2,79.5,30,R
179,15,4-Feb-19,CDRS,PAR,SM030,0,,M,1,CP,7.6,7.05,6.2,20.05,62,12.7,U
180,15,4-Feb-19,CDRS,CRA,SM1111,0,,M,5,CP,10.65,11.8,9.7,26.1,83,30.7,I
181,16,4-Feb-19,CDRS,MAG,SM1112,0,,M,3,CP0,15.1,17.7,14.1,23.9,79,33.2,U
182,16,4-Feb-19,CDRS,FOR,SM1113,0,,F,0,BP,10.2,9.7,8.7,18.3,62,17.5,U
183,16,4-Feb-19,CDRS,CRA,SM1114,0,,M,5,,9.65,12.25,9.65,24.6,83.5,30.6,R
184,16,4-Feb-19,CDRS,CRA,SM1115,0,,F,0,BP,10.2,11.2,9.85,23.6,79,31,I-R
185,16,4-Feb-19,CDRS,CRA,P1A120,1,,M,5,CP,10.4,11.85,9.45,24.9,85,31.5,U
